StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_OPTOUT_Green_First Click,t_OPTOUT_Green_Last Click,t_OPTOUT_Green_Page Submit,t_OPTOUT_Green_Click Count,OPTOUT_Green,t_OPTIN_Green_First Click,t_OPTIN_Green_Last Click,t_OPTIN_Green_Page Submit,t_OPTIN_Green_Click Count,OPTIN_Green,t_OPTIN_Organ_First Click,t_OPTIN_Organ_Last Click,t_OPTIN_Organ_Page Submit,t_OPTIN_Organ_Click Count,OPTIN_Organ,t_OPTOUT_Organ_First Click,t_OPTOUT_Organ_Last Click,t_OPTOUT_Organ_Page Submit,t_OPTOUT_Organ_Click Count,OPTOUT_Organ,FL_344_DO_FL_345,FL_344_DO_FL_348,FL_212_DO_OPTOUT_Green,FL_212_DO_OPTIN_Green,FL_338_DO_OPTIN_Organ,FL_338_DO_OPTOUT_Organ,FL_353_DO_OPTIN_Organ,FL_353_DO_OPTOUT_Organ,FL_349_DO_OPTOUT_Green,FL_349_DO_OPTIN_Green,,TWIN_ID
5/30/2025 9:32,5/30/2025 9:36,100,248,1,5/30/2025 9:36,0.8999999761581421,,0,0,,,0,0,3.721,0,Firefox,138,Windows NT 10.0,1920x1080,,,,,,27.301,53.504,54.57,5,1,,,,,,27.038,27.038,31.066,1,2,1,,,1,,1,,,,,,125
5/30/2025 11:30,5/30/2025 11:31,100,88,1,5/30/2025 11:31,0.8999999761581421,,0,20,,,12.779,17.092,18.379,6,Firefox,139,Windows NT 10.0,1536x960,5.815,28.264,29.529,3,2,,,,,,0.183,26.882,28.183,2,2,,,,,,,1,,,,,1,,1,,,126
5/30/2025 9:12,5/30/2025 9:13,100,87,1,5/30/2025 9:13,0.8999999761581421,,0,0,,,8.934,12.017,12.673,6,Edge,137.0.0.0,Windows NT 10.0,1536x864,21.345,33.665,35.479,2,1,,,,,,24.246,24.246,25.458,1,2,,,,,,,1,,,,,1,,1,,,128
5/30/2025 9:50,5/30/2025 9:51,100,33,1,5/30/2025 9:51,1,,0,10,,,0,0,1.218,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,3.591,13.597,14.313,3,1,,,,,,6.445,6.445,7.34,1,1,1,,,1,,1,,,,,,129
5/30/2025 9:57,5/30/2025 9:58,100,82,1,5/30/2025 9:58,0.6000000238418579,,0,20,,,0,0,5.507,0,Chrome,136.0.0.0,Macintosh,1728x1117,,,,,,32.993,32.993,34.692,1,1,22.348,22.348,23.355,1,2,,,,,,1,,,1,1,,,,,,,130
5/30/2025 9:15,5/30/2025 9:16,100,62,1,5/30/2025 9:16,0.30000001192092896,,0,0,,,0,0,3.359,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,,,,,,27.484,27.484,28.477,1,1,0.093,0.093,17.745,1,1,,,,,,,1,,,,,1,,,1,,132
5/30/2025 12:02,5/30/2025 12:04,100,104,1,5/30/2025 12:04,1,,0,0,,,0,0,13.267,0,Opera,119.0.0.0,Windows NT 10.0,1412x795,46.358,46.358,47.41,1,1,,,,,,26.562,26.562,27.964,1,2,,,,,,1,,1,,1,,,,,,,133
5/30/2025 9:26,5/30/2025 9:27,100,51,1,5/30/2025 9:27,1,,0,0,,,0.881,0.881,3.387,1,Firefox,138,Windows NT 10.0,1366x768,,,,,,2.789,20.556,21.298,8,1,,,,,,14.841,14.841,16.482,1,1,,1,,,,,,1,,1,,136
5/30/2025 9:17,5/30/2025 9:19,100,110,1,5/30/2025 9:19,1,,0,0,,,0,0,3.802,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,52.167,52.167,54.139,1,2,28.445,28.445,30.142,1,2,,,,,,1,,,1,1,,,,,,,137
5/30/2025 12:15,5/30/2025 12:17,100,126,1,5/30/2025 12:17,0.8999999761581421,,0,0,,,0,0,6.901,0,Firefox,115,Windows NT 6.1,1600x900,,,,,,77.07,77.07,79.469,1,2,,,,,,17.015,19.087,19.894,2,2,1,,,1,,1,,,,,,141
5/30/2025 10:36,5/30/2025 10:37,100,92,1,5/30/2025 10:37,1,,0,0,,,11.393,11.393,13.941,1,Chrome,137.0.0.0,Windows NT 10.0,1366x768,36.998,36.998,38.836,1,1,,,,,,15.977,15.977,16.901,1,2,,,,,,,1,,,,,1,,1,,,142
5/30/2025 9:26,5/30/2025 9:30,100,196,1,5/30/2025 9:30,1,,0,0,,,15.335,40.158,42.289,13,Chrome,136.0.0.0,Windows NT 10.0,1093x615,,,,,,27.437,47.497,49.03,5,2,,,,,,22.275,22.275,24.574,1,1,1,,,1,,1,,,,,,143
5/30/2025 9:29,5/30/2025 9:33,100,224,1,5/30/2025 9:33,1,,0,75,,,0,0,4.41,0,Chrome,136.0.0.0,Windows NT 10.0,1536x1024,55.256,59.028,61.422,3,1,,,,,,114.316,115.109,116.359,2,2,,,,,,1,,1,,1,,,,,,,147
5/30/2025 9:39,5/30/2025 9:40,100,56,1,5/30/2025 9:40,1,,0,0,,,3.285,3.285,3.656,1,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,,,,,,22.422,22.422,25.319,1,1,11.854,11.854,12.611,1,2,,,,,,,1,,,,,1,,,1,,149
5/30/2025 11:14,5/30/2025 11:16,100,109,1,5/30/2025 11:16,1,,0,0,,,0,0,4.351,0,Chrome,136.0.0.0,Macintosh,1440x900,,,,,,22.11,22.11,23.691,1,1,,,,,,18.062,18.062,71.449,1,1,1,,,1,,1,,,,,,151
5/30/2025 9:14,5/30/2025 9:16,100,130,1,5/30/2025 9:16,1,,0,0,,,0,0,40.1,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,40.742,40.742,42.462,1,2,,,,,,30.45,30.45,31.637,1,1,,,,,,,1,,,,,1,,1,,,152
5/30/2025 9:14,5/30/2025 9:16,100,143,1,5/30/2025 9:16,0.8999999761581421,,0,0,,,0,0,4.733,0,Firefox,138,Macintosh,2304x1296,,,,,,62.155,62.155,67.301,1,2,27.819,27.819,39.76,1,1,,,,,,1,,,1,1,,,,,,,154
5/30/2025 9:18,5/30/2025 9:20,100,122,1,5/30/2025 9:20,1,,0,0,,,0,0,8.678,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,51.358,51.358,53.552,1,2,,,,,,,,,,,17.553,17.553,19.336,1,2,1,,1,,,1,,,,,,158
5/30/2025 9:15,5/30/2025 9:30,100,926,1,5/30/2025 9:30,1,,0,0,,,5.234,56.886,57.926,16,Edge,136.0.0.0,Windows NT 10.0,1536x960,3.397,61.233,62.266,3,2,,,,,,,,,,,29.296,30.42,31.106,2,1,,1,,,,,,1,1,,,164
5/30/2025 9:25,5/30/2025 9:27,100,105,1,5/30/2025 9:27,1,,0,0,,,0,0,22.967,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1097x617,,,,,,16.654,16.654,21.373,1,1,,,,,,26.669,26.669,29.6,1,1,1,,,1,,1,,,,,,166
5/30/2025 9:49,5/30/2025 9:51,100,107,1,5/30/2025 9:51,1,,0,0,,,0,0,5.774,0,Chrome,136.0.0.0,Windows NT 10.0,1536x1024,,,,,,16.93,16.93,32.886,1,2,,,,,,17.97,17.97,19.025,1,1,1,,,1,,1,,,,,,168
5/30/2025 9:38,5/30/2025 9:46,100,494,1,5/30/2025 9:46,0.8999999761581421,,0,0,,,0,0,7.329,0,Chrome,133.0.0.0,Macintosh,1440x900,,,,,,22.329,24.579,25.582,3,1,,,,,,15.006,15.006,16.16,1,1,,1,,,,,,1,,1,,170
5/30/2025 9:14,5/30/2025 9:15,100,71,1,5/30/2025 9:15,1,,0,0,,,12.326,12.326,13.664,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,2.343,24.742,25.098,4,1,,,,,,15.204,15.204,16.524,1,1,,1,,,,,,1,,1,,171
5/30/2025 11:19,5/30/2025 11:20,100,48,1,5/30/2025 11:20,1,,0,0,,,0,0,5.334,0,Firefox,139,Macintosh,1440x900,,,,,,18.228,18.228,19.188,1,1,,,,,,12.715,12.715,14.635,1,1,1,,,1,,1,,,,,,176
5/30/2025 9:18,5/30/2025 9:20,100,107,1,5/30/2025 9:20,1,,0,0,,,0,0,16.014,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,45.035,45.035,46.639,1,1,,,,,,24.199,24.199,25.337,1,2,,,,,,,1,,,,,1,,1,,,179
5/30/2025 9:15,5/30/2025 9:17,100,77,1,5/30/2025 9:17,1,,0,5,,,0,0,5.639,0,Chrome,132.0.0.0,Windows NT 10.0,1600x900,20.2,20.2,21.2,1,2,,,,,,28.174,38.286,39.557,3,1,,,,,,,1,,,,,1,,1,,,180
5/30/2025 9:31,5/30/2025 9:33,100,133,1,5/30/2025 9:33,0.8999999761581421,,0,5,,,2.723,2.723,7.319,1,Chrome,137.0.0.0,Windows NT 10.0,1600x900,16.969,56.041,58.957,2,1,,,,,,22.087,22.087,23.107,1,2,,,,,,,1,,,,,1,,1,,,181
5/30/2025 11:21,5/30/2025 11:23,100,105,1,5/30/2025 11:23,1,,0,0,,,16.598,24.439,26.469,3,Chrome,137.0.0.0,Windows NT 10.0,1536x864,,,,,,23.243,41.868,43.751,3,1,,,,,,17.414,17.414,20.051,1,1,1,,,1,,1,,,,,,183
5/30/2025 10:54,5/30/2025 10:56,100,99,1,5/30/2025 10:56,1,,0,0,,,0,0,19.271,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,35.089,35.089,37.197,1,1,,,,,,15.402,15.402,26.331,1,2,1,,,1,,1,,,,,,188
5/30/2025 11:49,5/30/2025 11:51,100,113,1,5/30/2025 11:51,0.800000012,,0,0,,,0,0,7.088,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,62.433,62.433,63.77,1,2,,,,,,0.118,0.118,27.076,1,1,,1,,,,,,1,,1,,189
5/30/2025 9:37,5/30/2025 9:38,100,43,1,5/30/2025 9:38,1,,0,0,,,0,0,9.586,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,5.617,5.617,6.408,1,2,,,,,,,,,,,19.25,19.25,19.773,1,2,,1,,,,,,1,1,,,190
5/30/2025 9:20,5/30/2025 9:21,100,109,1,5/30/2025 9:21,1,,0,0,,,0,0,23.853,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,,,,,,40.601,40.601,41.6,1,1,24.95,24.973,25.947,2,2,,,,,,,1,,,,,1,,,1,,197
5/30/2025 12:05,5/30/2025 12:06,100,90,1,5/30/2025 12:06,1,,0,0,,,12.135,12.135,13.238,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,34.435,34.435,37.583,1,1,,,,,,16.92,16.92,19.83,1,2,,,,,,1,,1,,1,,,,,,,198
5/30/2025 10:25,5/30/2025 10:28,100,176,1,5/30/2025 10:28,0.8999999761581421,,0,0,,,3.245,7.677,54.749,2,Edge,136.0.0.0,Windows NT 10.0,1366x768,29.824,59.607,61.505,4,2,,,,,,,,,,,16.401,16.401,20.646,1,1,,1,,,,,,1,1,,,200
5/30/2025 9:54,5/30/2025 9:58,100,244,1,5/30/2025 9:58,1,,0,75,,,0,0,57.976,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,79.444,80.636,83.243,2,1,,,,,,26.496,26.496,27.923,1,1,,1,,,,,,1,,1,,203
5/30/2025 9:17,5/30/2025 9:18,100,86,1,5/30/2025 9:18,1,,0,0,,,0,0,4.724,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,38.898,38.898,40.094,1,1,,,,,,21.841,21.841,23.805,1,1,1,,,1,,1,,,,,,205
5/30/2025 9:17,5/30/2025 9:19,100,115,1,5/30/2025 9:19,1,,0,0,,,5.941,11.618,13.201,9,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1920x1080,,,,,,55.841,57.05,58.824,2,1,,,,,,20.305,20.305,21.795,1,1,,1,,,,,,1,,1,,208
5/30/2025 11:26,5/30/2025 11:33,100,385,1,5/30/2025 11:33,1,,0,0,,,0,0,228.775,0,Firefox,139,Windows NT 10.0,1760x990,27.793,27.793,30.102,1,1,,,,,,20.265,20.265,21.006,1,2,,,,,,,1,,,,,1,,1,,,210
5/30/2025 9:16,5/30/2025 9:16,100,57,1,5/30/2025 9:16,0.8999999761581421,,0,0,,,0,0,4.412,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,21.409,21.409,22.906,1,1,20.877,20.877,21.803,1,1,,,,,,1,,,1,1,,,,,,,211
5/30/2025 9:13,5/30/2025 9:14,100,92,1,5/30/2025 9:14,1,,0,0,,,3.417,8.297,9.13,7,Chrome,137.0.0.0,Windows NT 10.0,1536x864,35.802,36.537,38.022,2,1,,,,,,28.129,28.129,29.359,1,1,,,,,,1,,1,,1,,,,,,,213
5/30/2025 9:34,5/30/2025 9:46,100,691,1,5/30/2025 9:46,1,,0,0,,,0,0,166.499,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,81.044,81.044,85.621,1,2,,,,,,,,,,,40.246,40.246,43.861,1,1,,1,,,,,,1,1,,,214
5/30/2025 10:19,5/30/2025 10:20,100,101,1,5/30/2025 10:20,1,,0,5,,,0,0,10.837,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,42.68,42.68,43.901,1,1,,,,,,0.321,26.283,28.288,2,2,,,,,,,1,,,,,1,,1,,,215
5/30/2025 9:18,5/30/2025 9:19,100,106,1,5/30/2025 9:19,1,,0,0,,,0,0,12.225,0,Chrome,136.0.0.0,Windows NT 10.0,1402x789,53.237,53.237,54.229,1,2,,,,,,25.181,25.64,26.6,2,2,,,,,,,1,,,,,1,,1,,,218
5/30/2025 11:21,5/30/2025 11:22,100,80,1,5/30/2025 11:22,0.800000012,,0,0,,,3.008,3.008,9.863,1,Chrome,136,Macintosh,414x896,,,,,,1.984,23.649,26.5,6,2,13.775,22.679,24.65,5,2,,,,,,1,,,1,1,,,,,,,220
5/30/2025 11:01,5/30/2025 11:05,100,210,1,5/30/2025 11:05,1,,0,10,,,0,0,10.315,0,Firefox,56,Windows NT 10.0,896x504,,,,,,87.956,87.956,91.928,1,1,,,,,,55.522,55.522,58.898,1,1,,1,,,,,,1,,1,,221
5/30/2025 10:55,5/30/2025 10:58,100,168,1,5/30/2025 10:58,1,,0,0,,,0.855,0.855,27,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,59.594,59.594,61.2,1,1,,,,,,,,,,,59.245,59.245,60.539,1,2,1,,1,,,1,,,,,,227
5/30/2025 9:14,5/30/2025 9:15,100,90,1,5/30/2025 9:15,1,,0,0,,,5.984,5.984,6.697,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,22.469,36.657,38.094,2,2,,,,,,,,,,,25.88,25.88,26.995,1,2,,1,,,,,,1,1,,,228
5/30/2025 9:42,5/30/2025 9:43,100,70,1,5/30/2025 9:43,1,,0,0,,,0,0,5.763,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,34.056,34.056,35.735,1,1,,,,,,,,,,,16.958,16.958,17.594,1,2,1,,1,,,1,,,,,,230
5/30/2025 9:59,5/30/2025 10:01,100,116,1,5/30/2025 10:01,1,,0,0,,,6.836,6.836,7.903,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,0.787,55.606,57.092,4,1,,,,,,23.958,23.958,25.793,1,2,,,,,,1,,1,,1,,,,,,,231
5/30/2025 9:18,5/30/2025 9:19,100,77,1,5/30/2025 9:19,1,,0,0,,,0,0,6.068,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,29.174,29.174,29.93,1,1,26.682,26.682,27.553,1,1,,,,,,1,,,1,1,,,,,,,232
5/30/2025 12:49,5/30/2025 12:51,100,158,1,5/30/2025 12:51,1,,0,0,,,2.398,2.398,21.312,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,54.296,54.575,56.167,2,1,45.194,45.194,47.157,1,2,,,,,,,1,,,,,1,,,1,,234
5/30/2025 9:13,5/30/2025 9:15,100,154,1,5/30/2025 9:15,1,,0,0,,,0,0,57.055,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,,,,,,44.099,44.099,45.312,1,1,,,,,,26.148,26.148,27.255,1,2,1,,,1,,1,,,,,,236
5/30/2025 9:16,5/30/2025 9:18,100,74,1,5/30/2025 9:18,1,,0,0,,,20.521,20.521,21.596,1,Chrome,136.0.0.0,Windows NT 10.0,2560x1080,18.969,22.684,23.973,2,1,,,,,,13.356,13.356,14.288,1,1,,,,,,1,,1,,1,,,,,,,237
5/30/2025 9:23,5/30/2025 9:26,100,156,1,5/30/2025 9:26,1,,0,0,,,0,0,11.932,0,Firefox,138,Windows NT 10.0,1760x990,,,,,,9.638,118.389,119.111,2,2,10.569,10.569,12.761,1,2,,,,,,1,,,1,1,,,,,,,238
5/30/2025 9:26,5/30/2025 9:28,100,153,1,5/30/2025 9:28,1,,0,10,,,0,0,15.154,0,Chrome,103.0.0.0,Macintosh,1920x1200,,,,,,64.002,64.002,65.552,1,1,25.308,25.308,26.539,1,2,,,,,,1,,,1,1,,,,,,,239
5/30/2025 9:41,5/30/2025 9:42,100,86,1,5/30/2025 9:42,0.8999999761581421,,0,0,,,8.83,8.83,11.343,1,Firefox,136,Linux x86_64,2133x1333,,,,,,8.02,36.861,38.452,2,1,,,,,,17.656,17.656,18.734,1,1,,1,,,,,,1,,1,,241
5/30/2025 11:30,5/30/2025 11:33,100,144,1,5/30/2025 11:33,1,,0,0,,,0,0,6.844,0,Chrome,136.0.0.0,Windows NT 10.0,1280x1024,,,,,,46.797,46.797,52.759,1,2,,,,,,52.471,63.249,66.352,2,2,1,,,1,,1,,,,,,243
5/30/2025 9:52,5/30/2025 9:53,100,97,1,5/30/2025 9:53,1,,0,0,,,0,0,14.572,0,Chrome,136.0.0.0,Macintosh,1800x1169,24.996,24.996,26.163,1,2,,,,,,36.298,36.298,37.277,1,2,,,,,,,1,,,,,1,,1,,,246
5/30/2025 10:50,5/30/2025 10:53,100,183,1,5/30/2025 10:53,1,,0,0,,,12.863,72.103,73.925,2,Edge,136.0.0.0,Windows NT 10.0,1366x768,37.049,55.817,56.936,2,1,,,,,,1.425,27.587,28.904,2,2,,,,,,,1,,,,,1,,1,,,252
5/30/2025 9:56,5/30/2025 9:57,100,91,1,5/30/2025 9:57,1,,0,0,,,0,0,9.209,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,,,,,35.399,35.399,36.925,1,1,25.892,25.892,27.743,1,1,,,,,,,1,,,,,1,,,1,,254
5/30/2025 9:16,5/30/2025 9:17,100,86,1,5/30/2025 9:17,1,,0,0,,,1.054,1.054,20.773,1,Chrome,136.0.0.0,Macintosh,1440x900,1.174,31.724,32.727,2,1,,,,,,18.128,18.128,19.116,1,2,,,,,,,1,,,,,1,,1,,,255
5/30/2025 9:49,5/30/2025 9:51,100,118,1,5/30/2025 9:51,0.8999999761581421,,0,0,,,0,0,6.081,0,Chrome,134.0.0.0,Windows NT 10.0,2048x1152,,,,,,30.28,30.28,31.499,1,1,,,,,,45.436,45.436,47.831,1,1,,1,,,,,,1,,1,,256
5/30/2025 9:13,5/30/2025 9:14,100,63,1,5/30/2025 9:14,1,,0,0,,,0,0,4.174,0,Edge,136.0.0.0,Windows NT 10.0,1372x772,27.997,27.997,29.127,1,2,,,,,,18.24,18.24,18.892,1,2,,,,,,,1,,,,,1,,1,,,257
5/30/2025 9:18,5/30/2025 9:20,100,114,1,5/30/2025 9:20,1,,0,0,,,0,0,4.368,0,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,,,,,,42.418,42.418,44.055,1,1,,,,,,50.569,50.569,51.925,1,1,1,,,1,,1,,,,,,258
5/30/2025 9:35,5/30/2025 9:37,100,95,1,5/30/2025 9:37,1,,0,75,,,1.141,4.863,5.96,9,Chrome,136.0.0.0,Windows NT 10.0,1280x720,,,,,,2.937,12.718,13.29,5,1,,,,,,37.564,37.564,39.525,1,1,,1,,,,,,1,,1,,260
5/30/2025 9:42,5/30/2025 9:43,100,82,1,5/30/2025 9:43,1,,0,0,,,0,0,4.975,0,Chrome,136.0.0.0,Windows NT 10.0,1680x1050,35.063,35.063,35.685,1,2,,,,,,29.102,29.102,29.95,1,2,,,,,,,1,,,,,1,,1,,,261
5/30/2025 11:05,5/30/2025 11:06,100,54,1,5/30/2025 11:06,0.8999999761581421,,0,0,,,0.718,0.718,4.241,1,Safari iPhone,17.0.1,iPhone,414x896,0.892,12.905,13.445,3,2,,,,,,,,,,,26.498,27.51,27.901,2,2,1,,1,,,1,,,,,,263
5/30/2025 9:15,5/30/2025 9:17,100,71,1,5/30/2025 9:17,1,,0,0,,,0,0,5.335,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,0.367,35.042,35.929,2,2,,,,,,14.082,14.082,15.687,1,1,1,,,1,,1,,,,,,268
5/30/2025 12:49,5/30/2025 12:50,100,88,1,5/30/2025 12:50,0.4000000059604645,,0,0,,,0,0,3.471,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,39.62,39.62,41.522,1,2,,,,,,22.031,22.031,23.986,1,2,,,,,,1,,1,,1,,,,,,,270
5/30/2025 10:42,5/30/2025 10:44,100,139,1,5/30/2025 10:44,1,,0,10,,,7.295,37.085,38.237,17,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,23.138,56.666,57.157,8,2,,,,,,16.675,16.675,18.178,1,1,,1,,,,,,1,,1,,271
5/30/2025 10:57,5/30/2025 10:59,100,110,1,5/30/2025 10:59,0.8999999761581421,,0,0,,,0,0,10.146,0,Safari,18.5,Macintosh,2048x1152,,,,,,56.935,56.935,57.833,1,2,24.088,24.088,25.118,1,2,,,,,,1,,,1,1,,,,,,,272
5/30/2025 9:29,5/30/2025 9:37,100,494,1,5/30/2025 9:37,1,,0,0,,,44.215,46.121,47.921,3,Chrome,136.0.0.0,Windows NT 10.0,1440x900,,,,,,177.944,206.253,206.701,6,1,,,,,,29.302,30.011,30.406,2,1,1,,,1,,1,,,,,,274
5/30/2025 10:45,5/30/2025 10:46,100,68,1,5/30/2025 10:46,1,,0,0,,,0,0,11.069,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,30.82,30.82,32.098,1,2,,,,,,14.14,14.14,16.895,1,1,,1,,,,,,1,,1,,275
5/30/2025 10:00,5/30/2025 10:02,100,129,1,5/30/2025 10:02,1,,0,0,,,0,0,22.666,0,Edge,136.0.0.0,Windows NT 10.0,1397x786,37.338,37.338,39.417,1,2,,,,,,38.791,38.791,45.12,1,1,,,,,,,1,,,,,1,,1,,,276
5/30/2025 10:17,5/30/2025 10:25,100,514,1,5/30/2025 10:25,1,,0,0,,,0,0,13.481,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,52.842,52.842,54.402,1,1,,,,,,93.091,99.044,100.153,2,2,,1,,,,,,1,,1,,277
5/30/2025 10:11,5/30/2025 10:12,100,94,1,5/30/2025 10:12,1,,0,0,,,15.622,21.362,21.905,5,Edge,136.0.0.0,Windows NT 10.0,1366x768,,,,,,1.639,5.588,8.161,3,1,,,,,,1.434,1.434,15.624,1,1,,1,,,,,,1,,1,,278
5/30/2025 10:00,5/30/2025 10:01,100,107,1,5/30/2025 10:01,0.8999999761581421,,0,0,,,0,0,16.433,0,Firefox,139,Windows NT 10.0,1536x864,,,,,,42.234,42.234,44.368,1,2,,,,,,23.807,23.807,25.145,1,1,,1,,,,,,1,,1,,280
5/30/2025 10:10,5/30/2025 10:13,100,178,1,5/30/2025 10:13,0.6000000238418579,,0,20,,,0,0,18.3,0,Chrome,131.0.0.0,CrOS x86_64 14541.0.0,1366x768,73.622,73.622,74.301,1,2,,,,,,,,,,,19.816,19.816,21.242,1,2,,1,,,,,,1,1,,,284
5/30/2025 9:44,5/30/2025 9:46,100,97,1,5/30/2025 9:46,1,,0,85,,,0,0,4.156,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,32.838,39.477,39.808,2,2,19.846,19.846,22.442,1,1,,,,,,1,,,1,1,,,,,,,286
5/30/2025 9:47,5/30/2025 9:49,100,83,1,5/30/2025 9:49,1,,0,10,,,0,0,5.477,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,3.223,16.459,17.528,2,2,34.834,39.77,40.638,3,2,,,,,,1,,,1,1,,,,,,,287
5/30/2025 10:24,5/30/2025 10:26,100,122,1,5/30/2025 10:26,1,,0,0,,,5.137,5.137,7.027,1,Chrome,136.0.0.0,Windows NT 10.0,1366x768,24.065,50.433,52.299,7,1,,,,,,0.038,1.52,30.699,2,1,,,,,,,1,,,,,1,,1,,,288
5/30/2025 12:44,5/30/2025 12:46,100,143,1,5/30/2025 12:46,1,,0,0,,,0,0,27.916,0,Chrome,136.0.0.0,Windows NT 10.0,1280x720,39.259,73.191,75.104,2,1,,,,,,,,,,,18.252,18.252,19.269,1,1,1,,1,,,1,,,,,,290
5/30/2025 9:29,5/30/2025 9:31,100,113,1,5/30/2025 9:31,1,,0,0,,,0,0,17.276,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,,,,,,51.024,51.024,52.221,1,1,,,,,,19.849,19.849,20.73,1,1,1,,,1,,1,,,,,,293
5/30/2025 11:22,5/30/2025 11:23,100,91,1,5/30/2025 11:23,1,,0,0,,,0,0,9.17,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,39.703,39.703,42.144,1,1,,,,,,23.505,23.505,25.082,1,2,,,,,,,1,,,,,1,,1,,,295
5/30/2025 9:30,5/30/2025 9:31,100,57,1,5/30/2025 9:31,0.4000000059604645,,0,0,,,1.838,2.77,3.574,2,Chrome,136.0.0.0,Windows NT 10.0,1680x1050,,,,,,5.319,5.86,6.824,2,1,14.159,14.159,14.84,1,2,,,,,,,1,,,,,1,,,1,,297
5/30/2025 13:03,5/30/2025 13:06,100,175,1,5/30/2025 13:06,0.5,,0,0,,,0,0,17.69,0,Chrome,137.0.0.0,Windows NT 10.0,1920x1080,,,,,,106.737,106.737,108.327,1,2,18.416,18.416,22.233,1,1,,,,,,1,,,1,1,,,,,,,299
5/30/2025 9:16,5/30/2025 9:17,100,39,1,5/30/2025 9:17,0.8999999761581421,,0,5,,,0,0,10.881,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,8.412,8.412,8.889,1,1,,,,,,,,,,,0.061,10.718,12.26,2,2,,1,,,,,,1,1,,,300
5/30/2025 9:35,5/30/2025 9:37,100,100,1,5/30/2025 9:37,1,,0,0,,,0,0,20.084,0,Edge,136.0.0.0,Windows NT 10.0,1536x864,,,,,,28.319,28.319,30.292,1,1,22.667,22.667,23.73,1,2,,,,,,1,,,1,1,,,,,,,301
5/30/2025 12:20,5/30/2025 12:21,100,93,1,5/30/2025 12:21,1,,0,0,,,0,0,19.281,0,Chrome,137.0.0.0,Macintosh,1680x1050,,,,,,37.09,37.09,38.329,1,1,16.853,16.853,18.375,1,2,,,,,,,1,,,,,1,,,1,,303
5/30/2025 9:42,5/30/2025 9:45,100,173,1,5/30/2025 9:45,1,,0,0,,,0,0,19.228,0,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,,,,,69.02,69.02,71.666,1,2,,,,,,41.21,41.21,42.652,1,2,1,,,1,,1,,,,,,304
5/30/2025 12:59,5/30/2025 13:01,100,94,1,5/30/2025 13:01,0.699999988,,0,0,,,0,0,3.202,0,Chrome,137.0.0.0,Macintosh,1440x900,28.009,35.63,36.845,4,1,,,,,,,,,,,21.836,21.836,35.175,1,1,1,,1,,,1,,,,,,305
