StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Informed Consent,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_DO_1,Q20_DO_2,Q20_DO_3,Q20_DO_4,Q20_DO_5,Q20_DO_6,Q20_DO_7,Q20_DO_8,Q20_DO_9,Q20_DO_10,Q20_DO_11,Q20_DO_12,Q20_DO_13,Q20_DO_14,Q20_DO_15,Q20_DO_16,Q20_DO_17,Q20_DO_18,Q20_DO_19,Q20_DO_20,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q1_14,Q1_15,Q1_16,Q1_17,Q1_18,Q1_19,Q1_DO_1,Q1_DO_2,Q1_DO_3,Q1_DO_4,Q1_DO_5,Q1_DO_6,Q1_DO_7,Q1_DO_8,Q1_DO_9,Q1_DO_10,Q1_DO_11,Q1_DO_12,Q1_DO_13,Q1_DO_14,Q1_DO_15,Q1_DO_16,Q1_DO_17,Q1_DO_18,Q1_DO_19,Q32,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_DO_1,Q22_DO_2,Q22_DO_3,Q22_DO_4,Q22_DO_5,Q22_DO_6,Q22_DO_7,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_DO_1,Q21_DO_2,Q21_DO_3,Q21_DO_4,Q21_DO_5,Q21_DO_6,Q21_DO_7,Q21_DO_8,Q21_DO_9,Q21_DO_10,Q24,Q33,Q34,Q29,Q28,Q28_27_TEXT,SC0,TWIN_ID,
6/10/2025 12:18,6/10/2025 12:40,100,1332,1,6/10/2025 12:40,1,4,5,4,4,4,4,4,4,2,4,4,4,1,4,5,5,4,4,1,4,4,7,12,3,13,5,17,20,8,6,11,15,14,19,1,2,9,10,18,16,3,4,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,17,9,10,5,7,16,2,12,8,3,11,14,18,6,1,19,15,4,13,-3,3,3,4,4,4,4,4,5,7,1,3,2,6,4,3,3,3,3,3,3,4,4,3,5,8,1,3,10,9,7,6,2,4,5,3,1,The sales are dropping and it is apparent that customers are not getting the same quality of service as they were last year. ,5,14,,211,1202,
6/15/2025 20:54,6/15/2025 21:01,100,407,1,6/15/2025 21:01,1,4,4,2,4,2,4,4,4,2,3,2,2,3,3,4,4,4,4,2,4,7,10,20,12,5,8,3,11,18,4,13,9,17,15,19,6,14,1,2,16,3,4,3,4,3,2,3,4,4,4,4,4,4,4,4,3,4,3,4,1,8,3,18,9,10,2,11,5,17,7,6,12,14,4,16,15,13,19,-3,3,3,3,3,3,3,3,6,1,2,4,7,3,5,3,3,3,3,3,3,3,3,3,5,9,6,8,3,7,2,5,10,1,4,2,2,They have made less in sales and have received more call center complaints. Upon that less complaints have been resolved so it looks like the company is struggling in 2023 compared to 2022.,1,1,,193,1203,
6/12/2025 14:29,6/12/2025 14:37,100,480,1,6/12/2025 14:37,1,3,3,2,2,2,5,4,4,2,2,3,4,2,3,4,5,3,4,4,4,13,9,8,7,14,3,15,11,16,2,1,19,10,18,4,20,5,12,17,6,4,3,5,3,2,4,4,4,2,4,4,3,4,2,1,2,4,2,3,12,13,3,15,19,16,14,7,18,2,8,6,11,5,17,4,1,9,10,-3,2,3,3,2,3,3,4,6,5,4,3,2,7,1,3,2,2,3,3,3,4,2,4,5,10,9,6,8,3,7,4,2,1,5,1,1,Sales are down by 20%.  It's quite likely it has to do with all the complaints.  Is the product faulty or cheap?  What are the complaints about?  That needs to be addressed.  Service turnover is high -- what happened there?,4,27,Food service,199,1206,
6/10/2025 17:07,6/10/2025 17:15,100,518,1,6/10/2025 17:15,1,5,5,5,5,5,5,5,5,2,5,5,5,1,3,5,5,5,5,1,5,3,15,17,6,14,13,7,20,4,9,19,18,16,5,8,10,2,12,1,11,4,5,2,4,1,2,4,5,4,4,5,2,2,5,2,5,5,4,5,15,7,13,2,10,14,17,19,1,5,6,11,8,12,4,3,9,16,18,-3,2,5,3,3,3,4,3,4,5,1,2,3,7,6,2,2,5,1,2,2,3,2,1,5,5,2,10,4,1,6,7,9,8,3,5,1,"This is a company in trouble. Complaints increased by 15% between 2022 and 2023 and complaints not resolved increased by 25% in the same time span. The delay in resolution may be due to the service personnel turnover increase of 15%. This displays low morale in the workplace. Sales are down by 20%, which may be due to issues with product quality or high complaint ratios. In order to return to good graces, this company requires a lot of work.",6,27,insurance,246,1207,
6/11/2025 15:28,6/11/2025 15:43,100,925,1,6/11/2025 15:43,1,3,4,4,4,3,3,4,5,2,3,4,3,2,4,4,4,4,4,3,5,10,6,13,15,17,20,4,14,12,8,16,5,2,9,19,3,7,11,1,18,2,4,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,18,19,3,13,17,8,11,9,14,4,6,5,10,7,12,1,2,16,15,"""-3""",4,4,2,4,4,4,2,4,5,3,6,2,7,1,4,4,3,5,3,4,4,2,4,5,1,10,3,9,6,2,7,4,8,5,2,4,"There is a large turnover, which leads to more complaints. The company has to find out why a large turnover. Then they need to find the reason that the sales have fallen, whether it is because of the product or the service. Then handle and follow up on why there are such massive complaints. This should give you data to define and fix. When you have more than double the number of complaints not resolved, there is a problem to be fixed. All of this data will lead to what needs to change. ",4,27,Road construction,232,1209,
6/10/2025 9:12,6/10/2025 9:26,100,829,1,6/10/2025 9:26,1,3,4,4,4,5,3,4,4,2,3,4,3,2,3,3,4,3,4,2,4,13,4,11,10,1,18,5,15,16,17,9,19,7,12,6,3,20,8,2,14,4,3,3,4,2,2,3,3,4,4,4,3,3,3,3,3,4,3,3,14,8,19,4,15,10,11,12,5,18,16,17,3,6,2,13,1,7,9,-3,4,4,4,3,4,4,3,7,4,2,1,5,3,6,4,3,4,3,2,3,3,4,2,5,6,4,2,8,1,7,10,9,5,3,5,1,"The sales have decreased as a result of too many complaints not being resolved. Also, there has been turnover which could result in too many new employees not knowing what they are doing. Overall, the company needs to look at hiring employees and ensuring they receive the training they need & are happy. Then, they will stay. This will hopefully lead to happy employees willing to help solve complaints which will help increase happy customers and sales.",7,23,,222,1210,
6/10/2025 14:42,6/10/2025 14:48,100,354,1,6/10/2025 14:48,1,3,4,2,3,4,5,5,5,2,3,2,1,3,3,5,3,3,3,2,4,18,5,11,14,1,3,15,10,12,8,19,9,7,6,13,2,4,20,16,17,4,2,3,4,3,3,3,2,2,3,3,4,2,3,3,2,4,3,3,8,15,14,6,10,9,11,3,4,7,5,1,19,2,13,12,18,16,17,-3,3,4,3,2,4,3,3,1,4,3,2,5,6,7,4,2,3,3,3,1,3,3,3,5,4,3,2,6,8,5,10,9,1,7,5,1,They are not doing as well as in the previous year.,7,19,,199,1211,
6/10/2025 12:36,6/10/2025 12:52,100,917,1,6/10/2025 12:52,1,4,3,3,3,5,4,5,5,2,2,1,2,4,3,3,4,3,4,3,5,10,8,3,12,1,11,5,4,2,9,18,6,16,15,17,14,7,13,19,20,5,4,2,1,1,3,5,5,5,4,3,5,5,4,4,3,5,4,4,13,8,1,7,6,19,5,14,15,18,9,16,12,4,2,17,11,10,3,"""-3""",1,4,2,3,5,4,3,6,3,1,5,2,4,7,1,5,1,5,1,4,4,3,4,5,4,1,2,8,10,7,9,3,5,6,2,1,"It's possible there was a change in the head figures or management between 22 and 23. Sales has dropped by roughly two million while complaints have risen by 50k in one year. The number of complaints not resolved has also increased by 25% probably due to the simultaneous increase in service personnel turnover rates which had increased by 15% in just one year. There was a major shakeup at the top of the chain which trickled down throughout the service ranks, leaving the company worse off in 2023.",1,17,,214,1213,
6/10/2025 13:19,6/10/2025 13:37,100,1037,1,6/10/2025 13:37,1,2,4,3,4,2,4,4,4,2,2,1,3,2,2,4,4,4,4,3,4,4,1,11,16,10,15,17,12,18,2,20,6,7,14,8,13,9,5,19,3,5,4,2,4,2,2,4,4,4,4,2,4,4,4,2,4,4,4,4,6,17,5,12,10,7,16,19,8,15,11,3,2,13,4,9,14,1,18,-3,2,2,2,2,2,2,4,1,5,2,7,4,6,3,1,1,3,1,3,1,1,1,2,5,6,5,3,7,10,4,9,8,1,2,3,1,"This is some data about a company's success over two consecutive years. In 2022 they were doing better then they did in 2023. In 2023 sales were down, There were more complaints, Less complaints were resolved and had a higher service personnel turn over.",6,27,Automotive,197,1214,
6/10/2025 17:33,6/10/2025 17:55,100,1341,1,6/10/2025 17:55,1,2,3,4,3,3,2,5,5,2,4,4,4,2,3,4,4,3,4,4,5,8,11,17,19,20,2,4,5,12,16,10,9,7,1,15,13,6,3,18,14,5,3,4,4,1,3,4,4,5,5,5,5,4,4,4,4,2,5,3,2,11,15,9,10,3,19,13,12,14,7,8,16,6,18,4,1,17,5,"""-3""",5,2,4,4,5,5,1,1,3,5,6,7,2,4,1,5,2,5,1,5,4,2,5,5,1,10,9,6,7,5,4,2,3,8,5,4,"The company is experiencing a high turnover of service personnel, which has led to unresolved complaints more than doubling. This lack of attention could have caused repeat business to fall off, as sales have fallen by 20%.  Also, call center complaints are up 50%, so there are existing product/service issues the company needs to address.",1,27,"I'm currently self-employed, but the last organization I worked in was journalism.",242,1215,
6/10/2025 11:51,6/10/2025 12:12,100,1269,1,6/10/2025 12:12,1,5,5,5,4,5,5,5,5,2,5,4,4,2,5,5,5,5,5,1,5,8,19,5,2,13,1,20,11,15,4,17,6,9,7,10,3,12,18,14,16,5,5,4,5,2,3,3,4,5,5,3,5,1,5,5,4,4,5,5,13,19,16,15,7,11,1,10,5,18,8,14,2,6,4,17,9,3,12,3,5,3,5,5,5,5,1,1,4,6,3,2,7,5,4,5,1,5,1,5,5,2,3,5,3,10,8,9,6,1,4,2,7,5,4,1,"The company's sales decreased by $2M from 2022 to 2023. They also received 50 thousand more complaints at their call center in 2023. In 2023 they had 25% more unresolved complaints than in 2022. They also had a 15% increase in employee turnover. These numbers suggest that this company's sales are decreasing, they are experiencing more complaints, while at the same time, not resolving more than twice the number of complaints than they did the previous year, and their employee turnover has doubled",9,19,,270,1216,
6/10/2025 9:14,6/10/2025 9:26,100,669,1,6/10/2025 9:26,1,2,4,2,4,4,4,4,2,2,2,2,2,1,1,4,5,4,2,3,4,17,16,3,10,9,19,8,18,7,13,15,12,14,5,11,6,2,20,4,1,4,5,4,2,1,2,2,1,4,2,2,4,4,2,2,1,4,4,4,12,8,14,16,1,15,5,10,11,9,18,7,19,4,2,13,17,6,3,-3,4,4,5,4,4,5,2,6,1,3,2,5,4,7,3,4,1,3,2,4,4,2,4,5,1,10,5,8,4,7,9,3,6,2,1,1,"They have has a significant decline in sales, to go with an increase in complaints and lack of customer service in addressing key issues. The company is facing many operational issues and as a result struggling to retain employees. ",5,24,,209,1217,
6/10/2025 13:16,6/10/2025 13:53,100,2234,1,6/10/2025 13:53,1,5,5,5,4,5,4,5,5,2,5,4,5,1,2,5,5,5,5,1,5,8,16,12,7,19,10,4,1,9,13,20,15,3,11,14,6,2,17,5,18,4,4,2,5,1,1,3,5,5,5,2,5,4,4,1,4,4,5,5,4,18,5,11,10,3,12,6,1,19,9,8,17,15,7,16,13,14,2,-3,5,2,4,4,4,5,1,7,5,2,1,4,3,6,4,4,2,4,2,5,5,2,5,5,1,8,7,9,5,10,2,3,6,4,2,4,"This company's turnover rate for service personnel has gone up 15% from 2022-2023.  It seems as though new hires, that lack experience, are getting more complaints and unable to resolve them.  According to the information given, this has resulted in a $2M drop in sales.",2,21,,256,1218,
6/10/2025 16:34,6/10/2025 16:39,100,304,1,6/10/2025 16:39,1,5,5,4,3,4,5,5,5,2,4,5,4,1,4,3,5,4,4,4,5,2,8,9,12,7,5,6,16,3,13,14,15,10,1,11,17,19,20,18,4,4,1,4,4,1,2,2,5,3,5,5,5,1,2,5,1,4,5,4,9,7,12,16,3,19,6,10,18,15,14,17,11,1,4,13,8,2,5,-3,4,3,2,4,3,3,3,5,3,2,1,4,7,6,3,4,3,4,4,3,3,3,2,5,5,4,7,3,9,2,1,10,8,6,4,1,A call center is suffering lower sales due to problems such as complaints not being resolved resulting in the service personnel leaving at a higher rate exacerbating the problem not unlike a snake eating its own tail.,1,26,,224,1220,
6/11/2025 17:09,6/11/2025 17:15,100,346,1,6/11/2025 17:15,1,4,4,4,4,4,4,4,4,2,4,3,4,1,4,4,4,4,4,2,4,10,19,14,4,3,16,2,15,12,13,8,20,1,18,9,17,7,6,5,11,4,3,2,3,2,3,3,3,3,4,3,4,3,4,3,4,4,4,3,8,5,12,7,15,2,11,13,3,17,19,6,9,10,1,14,18,16,4,-3,3,3,3,3,4,3,3,2,1,6,3,5,4,7,3,3,3,3,3,4,3,3,3,5,8,7,5,6,3,4,9,10,1,2,5,1,The company made 2 million dollars less in 2022 than in 2023. The call center received 50 thousand more complaints in 2023 than in 2022. The percentage of unresolved complaints increased from 20 percent to 45 percent between the years 2022 and 2023. Turnover also increased 15 percent.,9,20,,223,1221,
6/13/2025 4:11,6/13/2025 4:26,100,896,1,6/13/2025 4:26,1,2,5,2,3,4,5,5,5,2,1,2,2,4,3,3,5,4,4,1,5,18,16,9,11,4,5,12,14,7,1,13,2,6,8,19,20,10,15,3,17,4,4,3,4,2,3,4,1,4,4,4,5,4,1,4,1,5,1,3,19,18,17,4,2,5,9,7,16,13,8,1,6,10,11,3,14,15,12,-3,4,3,3,2,1,3,5,5,4,7,3,1,2,6,5,5,1,3,2,5,5,1,5,5,6,5,9,1,3,2,4,7,10,8,4,2,"There seems to be a decline in sales, most likely due issues with the product such as poor quality. In addition to this, call center are not doing their job and helping to resolve the issues of customers, this would be another factor in the decline in sales.",1,11,,196,1222,
6/10/2025 11:15,6/10/2025 11:20,100,315,1,6/10/2025 11:20,1,4,3,5,4,5,5,5,5,2,2,1,2,5,5,5,5,5,4,1,5,2,15,12,3,4,11,1,17,8,9,14,10,20,7,16,13,5,18,19,6,4,4,3,5,1,3,3,5,5,4,4,5,3,5,4,5,4,5,5,3,8,16,13,4,12,6,11,2,18,14,1,19,15,17,9,5,10,7,-3,4,3,3,3,4,3,4,6,3,1,5,2,7,4,2,3,5,4,4,2,4,4,3,5,5,9,8,3,7,6,4,10,1,2,4,1,"There are problems occurring and a great deal going unresolved, perhaps service personnel feeling underpaid, underappreciated and under resourced, all of which are resulting in a dip in sales.",7,19,,236,1223,
6/10/2025 9:02,6/10/2025 9:09,100,375,1,6/10/2025 9:09,1,5,5,3,5,5,5,5,5,2,5,3,4,1,3,5,5,5,5,2,5,1,6,15,18,10,11,14,8,17,19,4,2,16,3,13,9,20,12,5,7,3,3,1,5,3,2,1,4,4,5,2,3,4,2,2,2,2,4,4,16,4,10,5,1,11,18,8,14,9,13,6,12,3,2,15,17,19,7,-3,5,3,2,5,5,5,1,3,6,2,1,5,7,4,4,4,3,5,1,4,4,1,4,5,8,5,3,7,1,9,4,2,10,6,4,1,Sales are dropping and customers are not as happy.  This leads me to believe your product is inferior and needs to be updated to an improved version or replaced entirely with something more useful.,3,12,,228,1224,
6/10/2025 14:21,6/10/2025 14:29,100,499,1,6/10/2025 14:29,1,3,4,2,4,3,5,4,1,2,1,1,2,2,2,4,5,4,3,3,4,5,11,12,1,10,14,20,6,19,18,16,9,4,15,8,7,13,3,17,2,3,3,3,4,3,3,1,3,1,2,3,5,4,1,2,1,4,2,3,11,19,3,12,7,13,16,15,8,14,17,4,6,18,2,1,10,5,9,-3,3,1,1,1,5,3,3,4,2,3,1,6,7,5,4,3,1,3,1,3,4,1,5,5,2,1,5,8,4,7,9,10,3,6,2,4,It appears that there has been a decline in sales during the past year. At the same time customer complaints have more than doubled while resolutions have improved somewhat. There has also been an increase in personal turnover.,1,27,home improvement,189,1225,
6/10/2025 17:36,6/10/2025 17:48,100,713,1,6/10/2025 17:48,1,4,4,4,5,4,5,5,5,2,4,3,4,4,4,3,5,4,5,2,5,17,5,3,1,15,9,18,7,8,14,13,12,20,16,4,2,11,10,19,6,5,4,2,5,1,3,5,5,5,4,5,5,2,4,2,4,5,4,5,17,6,9,3,5,1,11,19,13,16,10,15,14,12,2,4,7,8,18,"""-3""",2,5,4,2,4,4,4,7,3,6,4,5,2,1,3,5,5,2,5,4,2,2,4,5,5,3,1,7,10,6,2,9,4,8,1,2,"The company has a 150% increased turnover of service personnel, which correlates with a 50% increase in call center complaints. The customers are not happy with the product, and they're not receiving resolutions to their complaints. Consequently, sales decreased two million dollars from 2022 to 2023.",9,21,,236,1226,
6/10/2025 9:04,6/10/2025 9:53,100,2900,1,6/10/2025 9:53,1,5,5,4,5,5,5,5,5,2,4,4,5,1,2,5,5,5,5,1,5,14,3,10,4,15,17,11,18,12,1,8,6,5,2,9,20,13,19,16,7,5,5,2,2,1,2,2,4,4,4,5,2,1,2,1,1,4,4,5,7,6,4,15,8,2,9,12,10,3,1,11,18,5,17,16,14,19,13,-3,5,2,5,5,5,5,1,1,5,7,6,2,3,4,4,5,2,4,1,5,5,2,5,5,6,7,4,3,2,9,1,5,10,8,4,4,This company is facing a downward drive. Their complaints are up and the sales are down. So they have a negative customer base which leads to overall bad company moral which could be the contributing factor to the higher turnover. Or the turnover could be causing the decrease in sales and increase in customer complaints caused by lower attention to detail due to being understaffed.,6,1,,237,1227,
6/10/2025 19:52,6/10/2025 20:01,100,577,1,6/10/2025 20:01,1,4,4,3,3,5,5,2,4,2,4,4,4,2,3,4,4,4,5,2,4,10,13,7,17,16,9,8,6,14,5,11,20,4,12,2,18,1,15,19,3,3,4,3,4,2,3,3,4,4,4,2,4,5,2,3,2,4,3,4,10,6,15,19,3,8,4,14,17,16,1,7,12,9,2,11,13,18,5,-3,4,4,4,4,4,4,2,5,6,3,7,2,4,1,2,2,3,2,3,3,2,3,2,5,7,9,8,1,3,2,6,5,10,4,5,1,"Customer service has seen an increase in turnover, which has led to newer staff with a lower ability to resolve complaints. The massive increase in complaints and complaints not resolved has hurt sales.",1,20,,217,1228,
6/10/2025 14:25,6/10/2025 14:33,100,506,1,6/10/2025 14:33,1,5,3,2,4,3,3,4,5,2,4,1,5,1,3,2,4,3,3,1,2,10,18,12,15,17,20,9,4,6,2,16,14,3,1,8,5,7,13,11,19,5,3,4,4,2,3,3,3,4,5,2,5,5,3,4,5,4,4,4,10,8,17,14,15,16,9,2,6,5,4,3,18,12,1,7,13,19,11,3,2,2,3,2,5,4,3,6,1,3,5,4,2,7,4,3,2,4,1,5,5,3,5,5,8,5,7,2,6,10,9,3,4,1,4,1,The turnover of service personnel has more than doubled as have the complaints not resolved. Call center complaints have increased by 50k and with all of these combined sales have dropped 2milllion dollars.,2,17,,222,1229,
6/10/2025 14:33,6/10/2025 14:54,100,1255,1,6/10/2025 14:54,1,3,4,5,5,5,5,4,3,2,4,4,5,1,4,4,5,4,5,2,4,19,14,5,1,12,6,4,10,13,9,2,7,16,8,18,3,15,20,17,11,4,4,4,4,1,2,2,4,3,2,2,5,2,2,1,2,4,5,3,4,15,13,2,1,10,8,7,12,3,5,9,17,11,19,16,14,18,6,-3,5,5,5,5,2,5,1,3,4,7,6,5,1,2,5,2,2,2,1,3,4,2,4,5,2,7,5,3,6,9,8,10,1,4,1,4,"There has been a 20% decline in sales in the last year. We have had a 50% increase in call center complaints, a staggering 125% increase in complaints not being resolved, and another 150% increase in service personnel turnover in the last year. This company is at a downward trend and the statistics show it. The product or service being sold at this company must have some sort of defect or there is something wrong in manufacturing because this level of complaints and sales loss is extreme in 1 yr",4,20,,233,1230,
6/10/2025 18:40,6/10/2025 18:46,100,409,1,6/10/2025 18:46,1,3,3,3,3,3,4,4,4,2,2,3,3,2,3,2,4,4,3,3,4,19,8,18,11,12,4,3,6,13,2,17,9,1,20,15,10,5,7,14,16,4,4,4,3,2,3,4,4,4,4,4,4,4,3,3,3,4,4,4,10,2,3,15,9,8,5,12,16,11,4,6,14,13,18,1,19,7,17,-3,3,3,3,3,3,3,3,6,5,4,3,1,7,2,3,3,3,3,3,3,3,3,3,5,10,4,1,5,2,8,9,7,3,6,1,4,This company is loosing sales and is getting more unresolved customer complaints. This issue could be that personal turnover has increased and few employees are staying the the positions and learning the way the business works.,9,13,,204,1231,
6/10/2025 13:53,6/10/2025 13:59,100,365,1,6/10/2025 13:59,1,4,4,3,3,3,3,3,3,2,3,3,4,2,3,3,3,3,4,3,4,5,14,12,4,1,20,10,15,16,13,9,2,17,18,3,19,8,7,11,6,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,7,15,8,5,12,14,13,1,4,18,6,10,17,9,3,11,16,19,-3,3,3,3,3,3,3,3,2,1,5,3,4,6,7,3,3,3,2,3,3,3,3,3,5,9,8,4,3,6,1,2,5,7,10,4,1,They are going down hill fast. Numbers are falling. Products are worse. Employees are unhappy. Sounds like an awful place to work.,1,17,,188,1233,
6/10/2025 9:44,6/10/2025 9:52,100,498,1,6/10/2025 9:52,1,2,4,3,3,3,5,5,5,2,3,2,2,3,4,4,5,3,4,3,5,17,18,1,11,20,13,14,4,15,7,5,8,9,19,12,2,10,3,16,6,3,4,3,3,2,2,4,3,4,3,3,3,4,1,1,1,4,2,3,2,9,4,15,11,19,8,12,5,14,18,16,3,17,6,13,10,7,1,-3,4,4,3,4,5,4,1,1,5,3,7,4,6,2,4,3,2,3,2,5,4,2,5,5,1,6,10,8,7,4,9,2,3,5,1,2,"The company sales declined by 2 million from 2022 to 2023. In addition, call center complaints rose by 50 thousand with 25% more complaints going unresolved. Employee turnover rose by 15%. It is clear that the company is experiencing a downturn.",2,13,,201,1234,
6/10/2025 15:15,6/10/2025 15:33,100,1110,1,6/10/2025 15:33,1,4,4,5,4,5,3,2,3,2,4,2,3,1,4,3,4,3,3,3,4,15,14,10,5,6,18,4,8,1,16,11,19,13,9,3,7,20,17,2,12,2,2,3,3,2,2,2,3,3,4,3,5,4,2,4,4,2,5,3,18,5,8,1,3,11,16,13,15,12,4,9,7,6,19,2,17,14,10,-3,3,3,2,3,3,3,3,5,7,4,1,2,6,3,3,3,2,4,2,3,3,2,3,5,3,1,9,7,10,6,8,4,2,5,1,4,There seems to be a problem with the product.  Sales are dropping.  Compliants are increasing by 50 percent.  Complaints are not being resolved by a factor of 2.25.  The turn-over of service personnel has increased by a factor of 2.5.  The company culture is not good.  The company is not being competitive.,9,18,,205,1235,
6/10/2025 15:51,6/10/2025 15:56,100,290,1,6/10/2025 15:56,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,10,1,19,3,2,13,17,20,14,6,16,8,18,4,11,9,12,7,5,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,2,3,10,7,4,13,17,15,11,1,3,6,18,2,8,19,16,5,14,9,12,-3,2,2,2,2,2,2,2,3,1,2,4,5,7,6,2,2,2,2,2,2,2,2,2,5,2,10,3,7,6,5,9,8,1,4,2,1,Looks like the business is slowing down maybe they don't have any new approaches ,1,19,,149,1237,
6/12/2025 17:34,6/12/2025 17:44,100,601,1,6/12/2025 17:44,1,4,4,3,4,3,4,4,4,2,3,3,3,2,2,4,5,4,3,3,5,13,5,3,2,17,10,6,14,1,11,16,8,7,9,20,15,19,18,12,4,3,4,3,3,3,2,2,2,4,2,4,4,4,2,3,2,4,2,3,17,18,11,7,10,19,14,12,6,15,2,4,8,3,16,9,5,13,1,-3,4,5,3,5,1,4,2,6,1,4,2,7,3,5,2,3,3,4,3,2,2,4,3,5,10,8,1,7,3,9,5,4,2,6,5,1,The company from 2022 to 2023 has seen a significant increase in the amount of customer complaints. Due to the increase it caused an increase in the workload for the workers and increase the amount of turn over leaving less people in the organization to resolve all the complaints coming in. With the amount of complaints that went unresolved the causation was that customers were not satisfied with their experience which in turn cause the sales decrease from the previous year to 2023.,9,16,,204,1239,
6/10/2025 12:26,6/10/2025 12:40,100,854,1,6/10/2025 12:40,1,4,4,4,4,4,3,4,4,2,4,4,4,2,4,4,4,3,4,2,4,1,7,2,6,12,14,5,20,15,17,16,13,10,4,3,18,9,8,19,11,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,12,11,7,10,17,4,19,2,13,8,5,1,16,14,3,18,15,9,6,-3,3,4,3,3,3,3,4,1,5,7,2,4,6,3,3,3,4,3,4,2,3,3,3,5,10,7,8,1,2,5,3,4,9,6,5,1,"Company sales have decreased by 20% from the prior year. Over the same period, the data shows a 50% increase in call center complaints with more than a double increase in unresolved complaints and service personnel turn-over. The increase in unresolved complaints, likely impacted by the increase in turn-over of service personnel, needs focused attention to address the declining sales. Without addressing these issues, sales for the following year seem unlikely to increase. ",9,19,,226,1241,
6/10/2025 15:49,6/10/2025 15:58,100,496,1,6/10/2025 15:58,1,4,3,4,3,4,4,4,5,2,4,2,3,2,2,4,4,4,4,2,4,10,9,14,12,8,15,5,3,16,17,6,1,20,2,4,13,11,19,7,18,4,4,4,4,2,3,4,4,4,4,3,4,4,4,3,3,4,4,4,17,8,5,13,14,2,18,3,15,6,11,9,7,12,19,4,16,1,10,-3,4,4,3,3,4,4,3,2,3,5,4,6,7,1,3,4,3,4,3,4,4,3,4,5,5,4,3,6,10,9,2,8,7,1,1,2,I think sales are down due to many factors in this data. There has been 100k -150k call center complaints in 2 years. In 2022 20 percent of the complaints were not resolved and the following year 45 percent of the complaints were not resolved. In 2022 the service personnel turn over was at 10 percent and the following year it rose to 25 percent. This tells me that there lack of quality training and the customer service reps are leaving in mass. This does not bode well for the company.,3,13,,217,1244,
6/10/2025 13:02,6/10/2025 13:14,100,703,1,6/10/2025 13:14,1,4,5,4,4,4,5,5,4,2,3,3,3,1,3,5,4,4,4,4,4,3,9,18,10,1,15,6,14,2,17,12,20,7,19,4,13,5,16,11,8,4,2,4,3,2,2,4,4,4,3,4,5,4,3,2,3,4,4,3,13,8,3,4,1,16,10,17,9,18,14,11,7,19,15,12,2,6,5,-3,3,2,2,2,4,2,2,3,2,4,1,6,5,7,2,3,4,1,4,2,1,4,1,5,6,7,8,9,4,2,10,1,5,3,5,1,They are having a high employee turnover which is leading to untrained people who can not properly help the companies customers leading to a loss in sales overall.,5,26,,214,1245,
6/10/2025 10:27,6/10/2025 11:09,100,2492,1,6/10/2025 11:09,1,4,5,4,4,3,4,5,4,4,3,1,3,2,3,5,5,5,4,1,5,10,13,18,4,16,6,11,20,7,17,2,19,15,8,1,3,9,12,14,5,5,3,1,5,1,1,3,5,4,4,2,5,4,2,2,3,4,3,3,1,16,2,10,8,12,6,7,14,17,4,11,15,9,19,13,18,3,5,-3,5,3,5,3,5,5,2,3,6,7,4,2,1,5,3,2,1,1,3,2,3,3,3,5,2,8,4,5,10,7,1,9,6,3,4,1,"The performance of the company is going downhill. Sales are down and customer satisfaction , as well. Employee turnover is is higher, too.",9,27,Telecom,234,1246,
6/12/2025 10:57,6/12/2025 11:06,100,562,1,6/12/2025 11:06,1,4,5,2,4,5,3,4,4,2,4,4,4,1,4,4,5,4,4,2,4,19,14,12,11,5,18,6,16,2,8,9,4,10,13,20,7,17,3,1,15,4,3,2,2,2,3,3,3,3,4,3,4,4,2,3,3,3,3,3,5,8,13,16,3,9,18,12,14,6,2,11,7,15,4,1,17,10,19,-3,5,4,4,4,4,5,5,5,1,3,4,2,7,6,3,4,2,3,2,4,4,1,4,5,1,7,10,4,6,8,5,9,2,3,2,1,"Sales are falling which could be due to lower customer satisfaction as call center complaints are up, complaints not resolved is up and service personnel turn-over is up.",3,27,Construction,224,1247,
