StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1_Browser,Q1_Version,Q1_Operating System,Q1_Resolution,Q11_1,Q125,Q67,Q121,Q122,Q138_1,Q140_1,Q142_1,Q2_1,Q2_1,Group,Create New Field or Choose From Dropdown...,FL_4_DO_FL_28,FL_4_DO_FL_29,FL_4_DO_FL_30,FL_4_DO_FL_31,FL_4_DO_FL_32,FL_4_DO_FL_34,TWIN_ID
4/21/25 15:21,4/21/25 15:36,0,100,937,1,4/21/25 15:36,R_3qEMzSJV0D3OY6b,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1536x864,,2,6,2,2,,,3,,,PSB,,4,2,5,6,3,1,404
4/21/25 12:10,4/21/25 12:11,0,100,78,1,4/21/25 12:11,R_6LGkJWMmwb12iaZ,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1970x1109,,4,4,1,1,,,,2,,UA,,1,5,4,3,6,2,407
4/21/25 12:25,4/21/25 12:27,0,100,120,1,4/21/25 12:27,R_6PNonUTdHSmN78J,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,1,9,2,1,,,5,,,PSB,,4,3,5,6,2,1,408
4/21/25 12:22,4/21/25 12:25,0,100,185,1,4/21/25 12:25,R_1PvwwEhR8vB387u,,,,,anonymous,EN,Chrome,131.0.0.0,Windows NT 10.0,1920x1080,,3,7,2,2,6,,,,,BT,,2,6,4,3,1,5,409
4/21/25 15:50,4/21/25 15:51,0,100,45,1,4/21/25 15:51,R_1w1SK9ijGSL1NYt,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,3,9,1,2,,,,3,,UA,,3,1,5,4,6,2,410
4/21/25 12:22,4/21/25 12:25,0,100,159,1,4/21/25 12:25,R_7tnZIqLtBTmVtMQ,,,,,anonymous,EN,Chrome,131.0.0.0,Windows NT 10.0,1920x1080,1,3,1,1,1,,,,,,CT,,6,4,5,3,2,1,411
4/21/25 12:16,4/21/25 12:17,0,100,52,1,4/21/25 12:17,R_1V3mWWYnb4kRIPL,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,1,3,3,1,1,,,,,,CT,,6,1,4,2,3,5,413
4/21/25 12:33,4/21/25 12:34,0,100,49,1,4/21/25 12:34,R_1PvzFRfh2Dud0Pg,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1760x990,,2,5,1,1,,,,,1,NANT,,1,5,4,2,3,6,415
4/21/25 13:34,4/21/25 13:35,0,100,64,1,4/21/25 13:35,R_5oBxEVIoCU4OUpu,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,1,9,2,2,,5,,,,PSA,,3,5,6,1,2,4,416
4/21/25 12:56,4/21/25 13:00,0,100,199,1,4/21/25 13:00,R_5OOoeQTeXr60ON7,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1220x686,,2,2,1,2,,,,,3,NANT,,1,5,4,3,2,6,417
4/21/25 19:01,4/21/25 19:04,0,100,168,1,4/21/25 19:04,R_6vvvGBxtF6vBt5v,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,4,7,2,2,2,,,,,BT,,1,6,2,5,4,3,418
4/21/25 13:00,4/21/25 13:01,0,100,42,1,4/21/25 13:01,R_6g60S2ci4vbduls,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,2,2,4,1,2,,,,,,CT,,6,5,1,4,2,3,419
4/21/25 15:30,4/21/25 15:40,0,100,614,1,4/21/25 15:40,R_71WQfbwE0LTkv69,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1366x768,,3,2,2,2,,,,1,,UA,,2,4,5,1,6,3,423
4/21/25 13:23,4/21/25 13:25,0,100,82,1,4/21/25 13:25,R_6IiuGtXYjTp3039,,,,,anonymous,EN,Chrome,128.0.0.0,Windows NT 10.0,1366x768,3,3,3,1,1,,,,,,CT,,6,2,5,1,3,4,424
4/21/25 20:34,4/21/25 20:36,0,100,98,1,4/21/25 20:36,R_7K4rgbaY29u115v,,,,,anonymous,EN,Chrome,134.0.0.0,Windows NT 10.0,1366x768,,3,4,2,2,,2,,,,PSA,,4,3,6,5,2,1,426
4/21/25 12:16,4/21/25 12:18,0,100,132,1,4/21/25 12:18,R_3uqZgukWJTcqP5b,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,7,1,2,4,,,,,BT,,4,6,5,1,2,3,427
4/21/25 12:25,4/21/25 12:26,0,100,89,1,4/21/25 12:26,R_7dtcI0vsN87DqxQ,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1366x768,,4,5,2,2,,5,,,,PSA,,2,1,6,5,3,4,429
4/21/25 15:25,4/21/25 15:25,0,100,45,1,4/21/25 15:25,R_5mRCU6H40TLxaZ4,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,2,7,1,2,,,,,1,NANT,,1,4,5,3,2,6,430
4/21/25 21:58,4/21/25 21:59,0,100,79,1,4/21/25 21:59,R_7zD69Zr54f6Sx1W,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,3128x1310,,3,4,1,1,,,3,,,PSB,,1,5,4,6,3,2,432
4/21/25 12:37,4/21/25 12:39,0,100,108,1,4/21/25 12:39,R_7FR3wtokwOjeDSA,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1366x768,,4,7,1,2,,,,7,,UA,,5,3,2,4,6,1,433
4/21/25 12:14,4/21/25 12:15,0,100,90,1,4/21/25 12:15,R_5fOhIzz6wyCV30J,,,,,anonymous,EN,Firefox,135,Windows NT 10.0,1600x900,,2,4,1,2,,,,2,,UA,,4,3,1,2,6,5,434
4/21/25 12:34,4/21/25 12:35,0,100,63,1,4/21/25 12:35,R_60uvbT5pWeT9QI1,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,2,2,2,,6,,,,PSA,,2,4,6,3,1,5,435
4/21/25 15:37,4/21/25 15:39,0,100,127,1,4/21/25 15:39,R_5jK8deBJYaj5riY,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,2,2,4,2,2,,,,,,CT,,6,1,4,5,2,3,437
4/21/25 12:21,4/21/25 12:22,0,100,65,1,4/21/25 12:22,R_1YPUw76szIrUfZi,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,9,1,2,5,,,,,BT,,4,6,1,3,2,5,438
4/21/25 12:24,4/21/25 12:25,0,100,79,1,4/21/25 12:25,R_3GAGJ1gZLdpJPNZ,,,,,anonymous,EN,Safari iPhone,18.3.1,iPhone,430x932,,2,7,2,2,,2,,,,PSA,,2,1,6,3,4,5,439
4/21/25 12:18,4/21/25 12:27,0,100,496,1,4/21/25 12:27,R_3ls4Z8IOatl9hCN,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1024x768,,2,1,1,2,6,,,,,BT,,4,6,1,5,2,3,441
4/21/25 12:39,4/21/25 12:41,0,100,103,1,4/21/25 12:41,R_6qHXcnIMQgXH1AE,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,2,2,6,1,1,,,,,,CT,,6,1,4,2,3,5,442
4/21/25 13:59,4/21/25 14:02,0,100,143,1,4/21/25 14:02,R_35EHQTc2O26WggX,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1680x1050,,4,9,1,1,,,7,,,PSB,,3,4,5,6,1,2,443
4/21/25 12:19,4/21/25 12:20,0,100,81,1,4/21/25 12:20,R_7z7Zno0eMOhNHLX,,,,,anonymous,EN,Chrome,127.0.0.0,Macintosh,1440x900,,3,9,2,2,,,,4,,UA,,3,4,2,5,6,1,444
4/21/25 16:48,4/21/25 16:49,0,100,82,1,4/21/25 16:49,R_7gdKyDAq1tUaG79,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1920x1080,,2,8,2,1,,7,,,,PSA,,2,1,6,3,5,4,445
4/21/25 12:15,4/21/25 12:17,0,100,117,1,4/21/25 12:17,R_5CKHEOwjY7pYRH3,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,3840x1200,,3,9,2,2,,2,,,,PSA,,1,4,6,5,2,3,447
4/21/25 15:30,4/21/25 15:32,0,100,125,1,4/21/25 15:32,R_5zjeZ41qfejibcJ,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,8,2,2,,,3,,,PSB,,4,3,1,6,5,2,449
4/21/25 12:20,4/21/25 12:21,0,100,65,1,4/21/25 12:21,R_1YEAZnASgix1Pcl,,,,,anonymous,EN,Chrome,109.0.0.0,Windows NT 6.1,1920x1080,,3,4,1,1,,,,2,,UA,,5,1,3,4,6,2,451
4/21/25 12:48,4/21/25 12:48,0,100,41,1,4/21/25 12:48,R_3LhY4KMkiRBLWVw,,,,,anonymous,EN,Chrome,134.0.0.0,Macintosh,1470x956,,3,5,1,2,,5,,,,PSA,,1,5,6,4,3,2,453
4/21/25 12:31,4/21/25 12:32,0,100,88,1,4/21/25 12:32,R_7U96sd319AY1Xjo,,,,,anonymous,EN,Safari,18.3.1,Macintosh,1470x956,,3,7,2,2,,4,,,,PSA,,1,2,6,5,4,3,454
4/21/25 22:49,4/21/25 22:50,0,100,75,1,4/21/25 22:50,R_6gSCnaTDUsbDgdI,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1440x900,,1,6,1,2,,,,5,,UA,,5,2,1,4,6,3,455
4/21/25 16:31,4/21/25 16:32,0,100,73,1,4/21/25 16:32,R_5FmSp70vMUzgoBb,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1440x900,,3,4,2,2,,,,2,,UA,,5,2,1,4,6,3,456
4/21/25 12:13,4/21/25 12:18,0,100,347,1,4/21/25 12:18,R_57k1FMWpTxW9aJb,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,3,4,1,1,,,,,1,NANT,,2,1,5,4,3,6,457
4/21/25 12:13,4/21/25 12:15,0,100,103,1,4/21/25 12:15,R_1LHiA4zZnlXanJz,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1600x900,,2,1,2,1,,,,2,,UA,,5,4,1,3,6,2,458
4/21/25 14:29,4/21/25 14:30,0,100,51,1,4/21/25 14:30,R_7pPiP5Aeq21QSU3,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1920x1080,1,2,2,1,1,,,,,,CT,,6,4,2,3,5,1,460
4/21/25 13:31,4/21/25 13:33,0,100,111,1,4/21/25 13:33,R_5c8cjWhc1MeUNiv,,,,,anonymous,EN,Edge,136.0.0.0,Windows NT 10.0,1366x768,,2,9,2,2,,,,1,,UA,,2,3,1,5,6,4,461
4/21/25 12:11,4/21/25 12:14,0,100,185,1,4/21/25 12:14,R_6CNZvIkLfBG6Rgl,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,2,2,2,5,,,,,BT,,3,6,5,2,1,4,462
4/21/25 12:17,4/21/25 12:22,0,100,310,1,4/21/25 12:22,R_30CS4yDHZsbs3ip,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1366x768,,2,4,2,2,,,,4,,UA,,5,2,3,1,6,4,465
4/21/25 13:22,4/21/25 13:25,0,100,174,1,4/21/25 13:25,R_7f9XjA07g6JyyzJ,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1216x811,,3,7,1,2,,,,1,,UA,,4,3,2,1,6,5,466
4/21/25 12:32,4/21/25 12:34,0,100,119,1,4/21/25 12:34,R_32PkE7pqUDnpEEb,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1600x900,,1,9,1,2,3,,,,,BT,,1,6,4,3,2,5,468
4/21/25 12:30,4/21/25 12:33,0,100,201,1,4/21/25 12:33,R_7AG3l7wV1kySlfX,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1344x840,,2,2,2,2,,3,,,,PSA,,1,2,6,5,4,3,472
4/21/25 12:52,4/21/25 12:53,0,100,53,1,4/21/25 12:53,R_3PF8N7549yx2hhb,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,7,1,1,,,3,,,PSB,,1,4,2,6,3,5,473
4/21/25 17:13,4/21/25 17:23,0,100,580,1,4/21/25 17:23,R_7KO2qrZ6W6imDnn,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,2144x1206,,4,6,1,2,,3,,,,PSA,,2,1,6,5,3,4,474
4/21/25 12:11,4/21/25 12:13,0,100,97,1,4/21/25 12:13,R_3rZ4nh4m0rrSIxv,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1280x720,,4,9,1,2,,5,,,,PSA,,5,2,6,3,1,4,475
4/21/25 12:20,4/21/25 12:21,0,100,85,1,4/21/25 12:21,R_31HOAwog0LINaZe,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,1,6,2,2,1,,,,,BT,,3,6,4,1,5,2,477
4/21/25 16:07,4/21/25 16:09,0,100,82,1,4/21/25 16:09,R_73FILcFFv3fGRC9,,,,,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,,4,4,1,2,6,,,,,BT,,1,6,5,2,4,3,478
4/21/25 15:40,4/21/25 15:45,0,100,298,1,4/21/25 15:45,R_7ELoC7bdzK2HHSQ,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1366x768,,2,2,2,2,,,1,,,PSB,,2,4,3,6,1,5,479
4/21/25 16:06,4/21/25 16:08,0,100,139,1,4/21/25 16:08,R_6JK7MpUoT5p1a37,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1536x864,,4,7,1,2,,,6,,,PSB,,1,4,2,6,3,5,480
4/21/25 14:08,4/21/25 14:09,0,100,49,1,4/21/25 14:09,R_1EsCqrwLWDwNdkk,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,2,6,1,2,3,,,,,BT,,4,6,2,5,3,1,481
4/21/25 12:14,4/21/25 12:15,0,100,66,1,4/21/25 12:15,R_5qpqoGIZPD2D7Su,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1440x900,,3,3,1,1,,,,,1,NANT,,2,5,3,4,1,6,485
4/21/25 12:20,4/21/25 12:21,0,100,76,1,4/21/25 12:21,R_7K1CX9n3ssG6df6,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1423x889,,3,4,2,2,,5,,,,PSA,,5,2,6,4,1,3,486
4/21/25 14:40,4/21/25 14:41,0,100,42,1,4/21/25 14:41,R_6wuhqmJjnt0iss4,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,4,2,2,,,,2,,UA,,2,3,5,1,6,4,487
4/21/25 20:05,4/21/25 20:30,0,100,1480,1,4/21/25 20:30,R_6K8c3DeaerCh5p9,,,,,anonymous,EN,Chrome,129.0.0.0,Windows NT 10.0,2048x1152,,3,7,2,2,,,,,1,NANT,,4,3,2,5,1,6,489
4/21/25 13:14,4/21/25 13:15,0,100,66,1,4/21/25 13:15,R_6FsRWSdXlXOa7Su,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,3,7,2,1,5,,,,,BT,,1,6,3,5,2,4,490
4/21/25 13:41,4/21/25 13:43,0,100,121,1,4/21/25 13:43,R_763dWtUvFY4uhSG,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,1,2,1,,,,1,,UA,,5,2,1,4,6,3,494
4/21/25 12:11,4/21/25 12:12,0,100,76,1,4/21/25 12:12,R_3horHVKZTbD2zM9,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1670x940,,3,3,1,1,,,,5,,UA,,2,1,4,3,6,5,495
4/21/25 12:34,4/21/25 12:35,0,100,102,1,4/21/25 12:35,R_1D0phtWvI8z0a34,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1366x768,,4,4,1,2,,,,1,,UA,,4,3,5,1,6,2,496
4/21/25 12:28,4/21/25 12:28,0,100,53,1,4/21/25 12:28,R_5imczje05g3sfrU,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1440x900,,3,2,2,2,,,,,1,NANT,,2,1,4,3,5,6,497
4/21/25 12:14,4/21/25 12:16,0,100,118,1,4/21/25 12:16,R_6EfKXFslqe2Fnx3,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1600x900,,3,6,1,2,,,,,1,NANT,,1,3,5,4,2,6,498
4/21/25 12:22,4/21/25 12:24,0,100,68,1,4/21/25 12:24,R_7SpHrdCbxnWmrqU,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,7,1,1,6,,,,,BT,,5,6,2,1,4,3,499
4/21/25 13:14,4/21/25 13:15,0,100,58,1,4/21/25 13:15,R_3frRfHK6HQ11uR0,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,5,2,2,,7,,,,PSA,,1,4,6,3,5,2,502
4/21/25 14:58,4/21/25 15:10,0,100,697,1,4/21/25 15:10,R_3SqXLEFgTRzYD29,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,4,7,1,2,,7,,,,PSA,,2,1,6,4,3,5,503
4/21/25 12:20,4/21/25 12:22,0,100,128,1,4/21/25 12:22,R_3EBi6jksydk9WSt,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1504x1003,,4,9,2,1,,,,,6,NANT,,5,2,3,4,1,6,504
4/21/25 13:24,4/21/25 13:26,0,100,92,1,4/21/25 13:26,R_3OZbsDSnPKpD1vU,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,1,3,1,1,,6,,,,PSA,,1,5,6,2,4,3,505
4/21/25 12:59,4/21/25 13:03,0,100,223,1,4/21/25 13:03,R_66XvqGV9c3hnuvv,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1600x900,,1,2,2,2,,,,2,,UA,,3,4,5,1,6,2,507
4/21/25 12:11,4/21/25 12:13,0,100,127,1,4/21/25 12:13,R_7kTuvzip9dERrRP,,,,,anonymous,EN,Chrome,125.0.0.0,Windows NT 10.0,1366x768,,3,5,2,2,,,1,,,PSB,,3,5,4,6,2,1,511
4/21/25 18:24,4/21/25 18:26,0,100,100,1,4/21/25 18:26,R_57Xp1wEedzCUH1D,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,6,2,2,,5,,,,PSA,,1,5,6,3,2,4,514
4/21/25 12:11,4/21/25 12:12,0,100,70,1,4/21/25 12:12,R_578xZWChoa1OPJA,,,,,anonymous,EN,Firefox,137,Macintosh,1920x1080,,2,6,1,2,,,,,1,NANT,,5,2,1,4,3,6,515
4/21/25 12:16,4/21/25 12:18,0,100,123,1,4/21/25 12:18,R_67pbBBbawb6CaVj,,,,,anonymous,EN,Chrome,136.0.0.0,Windows NT 10.0,1366x768,,2,3,1,1,,,5,,,PSB,,1,5,4,6,2,3,516
4/21/25 15:00,4/21/25 15:01,0,100,57,1,4/21/25 15:01,R_6p0V3sHK2A0dymt,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,2,7,2,2,5,,,,,BT,,3,6,1,5,4,2,518
4/21/25 13:06,4/21/25 13:08,0,100,68,1,4/21/25 13:08,R_3hSZc0XhhKvDTyh,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,8,2,2,,3,,,,PSA,,2,5,6,1,3,4,519
4/21/25 12:46,4/21/25 12:48,0,100,80,1,4/21/25 12:48,R_5KSHSQTKI3eDYIh,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,4,1,1,,7,,,,PSA,,5,2,6,1,3,4,520
4/21/25 13:46,4/21/25 13:48,0,100,132,1,4/21/25 13:48,R_5MDKETthQYySzot,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,3,1,9,2,2,,,,,,CT,,6,5,3,1,2,4,522
4/21/25 12:34,4/21/25 12:35,0,100,101,1,4/21/25 12:35,R_32x0abZNOHjh93u,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,1,3,9,2,1,,,,,,CT,,6,1,5,3,2,4,524
4/21/25 12:15,4/21/25 12:16,0,100,62,1,4/21/25 12:16,R_7FCuYSVOXyvSxq1,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,8,1,2,,4,,,,PSA,,5,1,6,4,3,2,525
4/21/25 12:13,4/21/25 12:14,0,100,68,1,4/21/25 12:14,R_5GzMKqjTw7wJAfD,,,,,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1920x1080,,2,2,1,2,,,3,,,PSB,,3,2,4,6,5,1,527
4/21/25 19:59,4/21/25 19:59,0,100,29,1,4/21/25 19:59,R_5TtJe4M2ERnEjId,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,2560x1440,6,2,5,2,2,,,,,,CT,,6,2,3,4,1,5,529
4/21/25 14:37,4/21/25 14:39,0,100,165,1,4/21/25 14:40,R_5uJty984kzepCWy,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1920x1080,,1,3,2,2,,,2,,,PSB,,1,5,2,6,4,3,534
4/22/25 0:15,4/22/25 0:16,0,100,94,1,4/22/25 0:16,R_3dLxwuWKHWBLlIZ,,,,,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1707x960,,3,8,1,2,7,,,,,BT,,5,6,2,3,4,1,536
4/21/25 13:13,4/21/25 13:14,0,100,43,1,4/21/25 13:14,R_1mZTf3MhbfQsQxW,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,1,4,1,1,,,,,1,NANT,,3,5,1,4,2,6,537
4/21/25 16:30,4/21/25 16:31,0,100,64,1,4/21/25 16:31,R_686rrmnaohUWzuN,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,3,4,1,2,6,,,,,BT,,5,6,2,3,4,1,539
4/21/25 12:24,4/21/25 12:26,0,100,124,1,4/21/25 12:26,R_6L5OfDEpQ166YKs,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,3,2,2,2,,,2,,,PSB,,1,4,2,6,5,3,540
4/21/25 13:30,4/21/25 13:31,0,100,36,1,4/21/25 13:31,R_68iuCSnPuGcxEuR,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,3,6,1,2,6,,,,,BT,,3,6,1,2,5,4,542
4/21/25 17:37,4/21/25 17:41,0,100,195,1,4/21/25 17:41,R_7mk3FtylIJr2Ewh,,,,,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1477x832,,2,7,1,2,6,,,,,BT,,1,6,2,4,5,3,543
4/21/25 21:41,4/21/25 21:42,0,100,65,1,4/21/25 21:42,R_3FJtjCwhaHErqfQ,,,,,anonymous,EN,Firefox,137,Macintosh,1915x1244,2,4,3,1,1,,,,,,CT,,6,2,3,5,1,4,544
4/21/25 16:07,4/21/25 16:08,0,100,73,1,4/21/25 16:08,R_3iyRR6a3yaI2W39,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,,4,9,1,2,,,,,1,NANT,,5,2,3,1,4,6,545
4/21/25 12:19,4/21/25 12:20,0,100,62,1,4/21/25 12:20,R_3vEFFYif0VdBfdD,,,,,anonymous,EN,Firefox,137,Macintosh,2560x1440,,2,2,2,2,,,,,5,NANT,,5,2,1,4,3,6,546
4/21/25 12:23,4/21/25 12:27,0,100,197,1,4/21/25 12:27,R_76hSkCdfkmVL5AI,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1669x938,,2,4,1,2,,,,,1,NANT,,3,2,5,1,4,6,548
4/21/25 17:30,4/21/25 17:33,0,100,151,1,4/21/25 17:33,R_1G0Bxd8pEBDGp4R,,,,,anonymous,EN,Chrome,133.0.0.0,Windows NT 10.0,1366x768,,2,8,1,2,,,,,1,NANT,,5,2,3,4,1,6,549
4/21/25 12:48,4/21/25 12:49,0,100,69,1,4/21/25 12:49,R_33s3TnNUVRMfymD,,,,,anonymous,EN,Chrome,135.0.0.0,Macintosh,1440x900,,2,4,1,2,,,,,2,NANT,,2,1,3,5,4,6,551
4/21/25 16:31,4/21/25 16:31,0,100,53,1,4/21/25 16:31,R_1WvDesSNb21iTz3,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,4,9,2,2,,,,,1,NANT,,4,2,1,3,5,6,552
4/21/25 13:35,4/21/25 13:36,0,100,109,1,4/21/25 13:36,R_3qsj0JPdBi8iHev,,,,,anonymous,EN,Safari iPhone,18.0.1,iPhone,440x956,,3,3,2,2,,3,,,,PSA,,5,4,6,1,2,3,553
4/21/25 12:38,4/21/25 12:40,0,100,112,1,4/21/25 12:40,R_7NyLRbMmSG1e9rx,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x864,,2,9,2,2,,7,,,,PSA,,4,1,6,5,2,3,554
4/21/25 13:29,4/21/25 13:31,0,100,81,1,4/21/25 13:31,R_7IXx0jewvLvgMAp,,,,,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1368x912,1,3,9,2,2,,,,,,CT,,6,4,1,3,5,2,555
4/21/25 12:57,4/21/25 12:58,0,100,55,1,4/21/25 12:58,R_5VOUc0Qv5YhhlMB,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,3,7,1,2,6,,,,,BT,,3,6,2,5,4,1,556
4/21/25 13:24,4/21/25 13:25,0,100,44,1,4/21/25 13:25,R_7flJGoKmGE0qlBN,,,,,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1600x900,,3,6,1,2,,5,,,,PSA,,1,5,6,3,2,4,559
4/21/25 17:41,4/21/25 17:42,0,100,45,1,4/21/25 17:42,R_72bAbVwwq8LLtSh,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,2,1,2,,6,,,,PSA,,5,4,6,2,3,1,560
4/21/25 13:15,4/21/25 13:17,0,100,74,1,4/21/25 13:17,R_3zf1aLYvT7oAtG5,,,,,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1669x938,,1,1,2,2,3,,,,,BT,,2,6,4,3,5,1,562
4/21/25 13:20,4/21/25 13:21,0,100,57,1,4/21/25 13:21,R_61gXrCUH8Vqvs3a,,,,,anonymous,EN,Chrome,132.0.0.0,Macintosh,1470x956,,2,6,2,2,,,4,,,PSB,,5,3,1,6,2,4,564
4/21/25 12:30,4/21/25 12:54,0,100,1431,1,4/21/25 12:54,R_3r1Hh4P3gZpaLGr,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,3,5,1,1,,,,,4,NANT,,2,3,4,5,1,6,566
4/21/25 14:48,4/21/25 14:49,0,100,51,1,4/21/25 14:49,R_7CZbG2n6J0UUkGY,,,,,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1366x768,,2,9,2,2,,5,,,,PSA,,1,5,6,3,2,4,567
4/21/25 12:12,4/21/25 12:15,0,100,142,1,4/21/25 12:15,R_5m8pPbqQj3mx5as,,,,,anonymous,EN,Firefox,137,Windows NT 10.0,1025x576,,2,3,1,1,,7,,,,PSA,,5,2,6,1,4,3,568
