StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,SETTYPE,DWELOWN_GSS,BUS_CPS,SCHENR_CPS,PUWC_CPS,V1-V2_ATUS,HEALTH_GSS,POORSERV_GSS,WWWHR_GSS,HLTHWEB_GSS,SATFIN_GSS,JOBLOSE_GSS,TRUST_GSS,CONBUS_GSS,CONPRESS_GSS,ATTENTION_CHECK,FAMSUFFR_GSS,IMMJOBS_GSS,AFFRMACT_GSS,GOVT_RESPONSIBILITY,HLTHTAX,GETAHEAD,FAIR,FAEDUC,CONCERNCO_PEW,TIKTOK,VOTE20_GSS,PRES20_GSS,TWIN_ID
6/27/2025 16:27,6/27/2025 16:42,100,930,1,6/27/2025 16:42,1,1,2,2,1,2,2,4,50,3,2,3,2,2,2,3,2,2,3,4,4,1,3,2,2,2,1,2,170
6/27/2025 11:56,6/27/2025 12:00,100,235,1,6/27/2025 12:00,5,1,2,2,1,2,1,5,40,3,2,3,3,2,3,3,4,4,3,4,3,1,3,5,2,4,1,2,171
6/30/2025 6:27,6/30/2025 6:32,100,278,1,6/30/2025 6:32,3,2,2,2,1,2,2,4,40,4,2,4,3,3,2,3,4,4,4,3,3,2,1,5,3,2,1,1,175
6/27/2025 11:50,6/27/2025 11:54,100,244,1,6/27/2025 11:54,1,1,1,2,1,2,3,3,70,3,2,3,3,2,2,3,4,4,1,1,2,2,2,5,2,2,1,1,176
6/28/2025 4:36,6/28/2025 4:44,100,452,1,6/28/2025 4:44,2,1,1,2,3,2,2,7,20,4,1,4,2,4,4,3,4,4,3,4,3,2,3,3,2,4,1,3,177
6/29/2025 8:01,6/29/2025 8:11,100,565,1,6/29/2025 8:11,5,3,2,2,1,2,4,3,14,3,3,5,2,3,3,3,5,2,4,3,4,2,3,4,1,2,2,4,178
6/27/2025 11:54,6/27/2025 11:58,100,238,1,6/27/2025 11:58,4,2,2,2,1,2,2,6,35,5,2,3,3,3,3,3,5,5,2,1,3,2,2,5,3,6,1,1,179
6/27/2025 12:12,6/27/2025 12:21,100,517,1,6/27/2025 12:21,1,1,2,2,1,2,2,4,12,1,2,3,2,2,2,3,4,4,2,3,4,1,1,2,2,5,1,1,180
6/27/2025 11:58,6/27/2025 12:06,100,487,1,6/27/2025 12:06,2,2,1,2,1,2,2,6,70,5,2,3,1,2,2,3,3,5,1,1,2,2,2,1,2,2,1,1,181
6/27/2025 12:49,6/27/2025 12:53,100,261,1,6/27/2025 12:53,4,1,2,2,1,1,2,6,20,5,1,3,3,2,2,3,4,4,4,5,5,1,3,6,3,2,1,2,182
6/27/2025 14:19,6/27/2025 14:25,100,392,1,6/27/2025 14:25,3,1,2,2,1,2,3,4,60,5,2,3,1,2,1,3,3,2,3,3,5,2,2,3,2,3,1,2,183
6/29/2025 20:39,6/29/2025 20:51,100,762,1,6/29/2025 20:51,1,2,2,2,1,2,2,5,4,5,3,4,2,3,3,3,2,5,2,1,2,1,3,4,3,5,1,1,186
6/27/2025 17:18,6/27/2025 17:23,100,298,1,6/27/2025 17:23,4,1,2,2,3,2,2,5,20,4,1,4,3,2,2,3,3,4,5,3,2,2,3,3,2,6,1,1,188
6/27/2025 14:48,6/27/2025 14:56,100,519,1,6/27/2025 14:56,4,1,1,2,1,2,1,3,3,3,2,4,3,2,3,3,2,2,1,2,4,2,3,3,2,3,1,2,190
6/27/2025 12:13,6/27/2025 12:19,100,381,1,6/27/2025 12:19,3,1,1,2,1,2,2,6,25,1,2,1,3,3,2,3,5,5,1,1,1,3,3,2,1,1,1,1,192
6/30/2025 9:18,6/30/2025 9:37,100,1170,1,6/30/2025 9:37,5,1,2,2,3,2,3,6,25,1,1,5,2,2,3,3,4,3,5,2,3,2,2,2,2,3,1,2,193
6/27/2025 14:44,6/27/2025 14:48,100,263,1,6/27/2025 14:48,4,3,1,2,1,2,1,3,50,4,3,4,2,3,3,3,4,2,3,1,5,3,1,4,2,3,1,3,194
6/27/2025 14:09,6/27/2025 14:14,100,256,1,6/27/2025 14:14,1,1,2,2,1,2,2,7,32,4,3,3,1,3,3,3,5,5,2,1,1,3,2,5,1,1,1,1,195
6/27/2025 20:44,6/27/2025 20:50,100,323,1,6/27/2025 20:50,4,1,2,2,2,2,1,6,28,4,2,4,3,3,3,3,3,5,5,2,3,2,3,1,2,3,1,1,196
6/28/2025 12:24,6/28/2025 12:28,100,269,1,6/28/2025 12:28,3,1,2,2,2,2,2,6,21,5,2,4,3,2,2,3,4,5,3,2,3,1,2,5,2,1,1,1,197
6/27/2025 11:51,6/27/2025 12:01,100,581,1,6/27/2025 12:01,5,1,2,2,3,2,3,4,60,4,2,4,1,2,2,3,4,5,5,1,2,2,2,3,2,1,1,1,199
6/27/2025 11:49,6/27/2025 11:54,100,287,1,6/27/2025 11:54,4,1,2,2,1,2,2,6,60,5,1,4,3,2,3,3,5,6,4,4,5,1,2,6,2,1,1,2,200
6/27/2025 13:12,6/27/2025 13:16,100,286,1,6/27/2025 13:16,5,1,1,2,1,1,2,6,7,6,1,4,3,2,2,3,5,5,2,2,2,2,2,5,2,3,1,1,201
6/27/2025 11:56,6/27/2025 12:05,100,509,1,6/27/2025 12:05,1,2,1,2,1,2,1,6,20,4,2,4,2,2,2,3,5,4,3,3,2,1,3,6,3,5,1,2,202
6/27/2025 13:04,6/27/2025 13:16,100,683,1,6/27/2025 13:16,1,1,1,2,1,2,1,5,12,1,1,4,3,2,2,3,2,1,4,1,1,1,2,5,1,1,1,2,203
6/27/2025 12:01,6/27/2025 12:08,100,420,1,6/27/2025 12:08,4,1,2,2,1,2,2,5,40,1,2,4,2,2,2,3,5,5,5,2,2,1,3,1,1,2,1,1,204
6/27/2025 11:53,6/27/2025 11:58,100,299,1,6/27/2025 11:58,5,1,1,2,1,2,2,6,60,1,1,4,2,2,3,3,1,2,4,5,5,1,1,4,2,2,1,2,206
6/27/2025 11:49,6/27/2025 11:55,100,305,1,6/27/2025 11:55,3,1,2,2,3,2,2,6,7,1,2,4,1,2,3,3,3,3,4,3,5,2,3,1,4,3,1,2,208
6/27/2025 11:59,6/27/2025 12:21,100,1286,1,6/27/2025 12:21,2,2,1,2,1,3,3,4,45,4,3,4,2,2,2,3,4,3,1,1,3,2,3,6,2,2,1,1,210
6/27/2025 12:48,6/27/2025 12:52,100,280,1,6/27/2025 12:52,4,1,2,2,1,2,3,4,20,1,3,2,2,3,3,3,2,2,4,5,5,3,1,5,2,5,1,2,211
6/27/2025 11:48,6/27/2025 11:54,100,383,1,6/27/2025 11:54,4,1,2,2,3,2,2,6,40,4,2,4,1,2,2,3,4,4,2,2,2,2,2,2,1,1,1,1,213
6/27/2025 12:02,6/27/2025 12:06,100,249,1,6/27/2025 12:06,1,2,2,1,1,2,2,3,7,1,1,3,2,1,2,3,3,2,3,3,4,1,1,2,2,2,2,4,216
6/27/2025 11:42,6/27/2025 11:47,100,302,1,6/27/2025 11:47,1,1,2,2,1,2,2,4,20,1,2,3,3,2,3,3,5,3,4,3,2,2,2,5,1,1,2,4,218
6/27/2025 21:33,6/27/2025 21:46,100,781,1,6/27/2025 21:46,2,1,2,2,1,1,3,6,12,4,1,4,2,2,2,3,4,1,4,3,3,2,3,2,2,2,1,2,220
6/27/2025 13:35,6/27/2025 13:42,100,386,1,6/27/2025 13:42,3,1,2,2,3,2,3,6,15,4,2,4,2,2,3,3,2,1,4,3,5,1,1,2,1,1,1,2,221
6/27/2025 11:52,6/27/2025 11:57,100,264,1,6/27/2025 11:57,4,1,1,2,1,2,2,6,40,4,2,3,3,2,3,3,3,2,4,5,5,1,3,4,2,1,1,2,222
6/27/2025 12:13,6/27/2025 12:36,100,1357,1,6/27/2025 12:36,1,2,2,2,2,2,2,4,25,5,3,5,2,2,2,3,4,4,2,2,2,1,3,2,1,4,1,1,227
6/27/2025 13:30,6/27/2025 13:34,100,251,1,6/27/2025 13:34,5,1,2,2,4,2,3,6,1,6,2,4,2,2,3,3,2,1,4,5,5,1,3,2,1,1,1,2,228
6/27/2025 13:07,6/27/2025 13:11,100,240,1,6/27/2025 13:11,4,1,1,2,1,2,2,5,20,1,1,4,3,2,2,3,4,4,3,3,2,1,3,2,2,2,1,1,230
6/27/2025 20:01,6/27/2025 20:09,100,456,1,6/27/2025 20:09,5,1,1,2,1,2,1,6,50,3,3,3,2,1,3,3,5,2,4,4,4,1,2,4,1,3,1,2,231
6/27/2025 11:54,6/27/2025 11:58,100,255,1,6/27/2025 11:58,2,2,2,2,3,2,2,4,25,3,3,4,3,2,3,3,2,2,4,5,5,1,3,1,1,3,1,2,232
6/27/2025 15:47,6/27/2025 15:51,100,248,1,6/27/2025 15:51,3,1,2,2,1,2,2,7,40,3,2,5,1,3,2,3,5,5,2,2,1,3,3,3,2,1,1,1,233
6/27/2025 11:51,6/27/2025 11:58,100,436,1,6/27/2025 11:58,5,1,2,2,3,2,2,5,14,3,2,4,2,2,3,3,3,2,4,3,4,1,3,3,1,3,2,4,234
6/30/2025 9:44,6/30/2025 9:48,100,231,1,6/30/2025 9:48,2,1,2,1,1,1,2,5,30,1,1,3,3,3,2,3,4,5,2,1,2,2,2,5,3,4,1,3,235
6/27/2025 12:27,6/27/2025 12:34,100,417,1,6/27/2025 12:34,5,3,2,2,2,2,2,6,12,5,2,4,3,3,3,3,2,3,5,3,6,2,3,5,5,1,3,4,236
6/27/2025 12:14,6/27/2025 12:21,100,445,1,6/27/2025 12:21,2,2,1,2,1,2,3,5,50,1,3,4,2,3,2,3,2,2,2,1,2,3,2,6,3,1,2,4,237
6/27/2025 13:39,6/27/2025 13:43,100,208,1,6/27/2025 13:43,3,1,2,2,1,2,2,6,14,4,1,4,3,2,2,3,5,5,2,2,2,2,2,2,2,4,1,1,238
6/27/2025 14:03,6/27/2025 14:11,100,481,1,6/27/2025 14:11,3,1,1,2,1,2,2,5,5,1,3,3,1,1,2,3,4,3,3,4,4,1,2,6,2,3,1,3,239
6/27/2025 12:15,6/27/2025 12:24,100,549,1,6/27/2025 12:24,5,2,2,2,1,2,3,5,30,4,3,4,3,2,2,3,3,2,4,3,4,2,3,2,2,3,2,4,243
6/27/2025 11:47,6/27/2025 11:56,100,550,1,6/27/2025 11:56,2,1,1,2,1,2,2,4,25,1,2,2,2,2,2,3,5,2,3,4,4,2,2,4,2,2,1,2,244
6/27/2025 15:40,6/27/2025 15:43,100,171,1,6/27/2025 15:43,3,1,2,2,1,2,2,3,25,1,1,4,3,2,3,3,4,2,3,3,4,2,3,5,2,4,2,4,246
6/27/2025 17:52,6/27/2025 17:57,100,295,1,6/27/2025 17:57,1,1,1,2,1,2,2,5,30,5,2,4,1,1,2,3,4,4,4,4,4,1,2,2,3,2,1,2,249
6/27/2025 15:15,6/27/2025 15:22,100,410,1,6/27/2025 15:22,4,2,1,2,1,1,2,5,20,4,3,3,2,1,3,3,4,4,4,2,4,3,1,5,2,6,1,2,250
6/27/2025 11:49,6/27/2025 11:53,100,209,1,6/27/2025 11:53,3,1,2,2,3,2,2,6,14,4,1,4,2,2,2,3,5,5,3,2,2,2,3,2,1,2,1,1,251
6/27/2025 12:01,6/27/2025 12:10,100,549,1,6/27/2025 12:10,5,1,2,2,1,2,2,5,35,4,2,4,2,2,3,3,5,5,2,1,2,2,3,6,1,2,1,1,252
6/27/2025 17:19,6/27/2025 17:24,100,331,1,6/27/2025 17:24,4,1,2,2,3,2,3,6,20,5,2,4,2,2,3,3,3,2,4,5,4,1,3,3,3,3,1,2,254
6/27/2025 11:52,6/27/2025 11:58,100,346,1,6/27/2025 11:58,4,1,2,2,1,2,1,5,23,6,1,4,1,3,2,3,5,5,2,1,1,1,2,5,3,6,1,1,255
6/27/2025 15:20,6/27/2025 15:30,100,618,1,6/27/2025 15:30,3,1,1,2,1,2,2,3,35,1,2,3,2,2,3,3,4,4,2,3,2,2,1,6,3,4,1,2,256
6/27/2025 11:56,6/27/2025 12:00,100,252,1,6/27/2025 12:00,4,1,2,2,1,1,3,4,20,5,2,2,2,2,2,3,4,4,3,3,4,2,3,6,1,2,1,1,257
6/27/2025 11:51,6/27/2025 11:55,100,275,1,6/27/2025 11:55,2,1,2,2,3,2,1,6,70,6,3,4,2,2,3,3,2,2,4,3,5,2,2,2,1,2,1,2,258
6/27/2025 20:44,6/27/2025 20:48,100,247,1,6/27/2025 20:48,5,2,2,2,1,2,2,5,45,5,1,4,3,2,2,3,5,5,2,2,2,2,2,2,3,4,1,1,259
6/27/2025 11:50,6/27/2025 11:58,100,496,1,6/27/2025 11:58,1,1,1,2,1,1,2,4,40,4,1,4,1,2,1,3,5,2,3,5,3,1,2,6,1,1,1,2,260
6/28/2025 8:33,6/28/2025 8:39,100,310,1,6/28/2025 8:39,2,1,2,2,1,1,2,5,15,1,1,4,1,2,2,3,2,4,3,3,2,2,3,1,2,1,1,2,261
6/27/2025 13:42,6/27/2025 13:49,100,422,1,6/27/2025 13:49,2,2,1,2,1,1,1,3,35,5,2,3,3,3,2,3,3,2,4,2,3,3,3,6,3,3,1,2,262
6/27/2025 13:08,6/27/2025 13:25,100,1041,1,6/27/2025 13:25,1,1,2,2,3,2,2,4,10,3,2,4,3,2,2,3,4,2,5,6,3,1,3,1,1,6,2,4,265
6/27/2025 13:36,6/27/2025 13:51,100,878,1,6/27/2025 13:51,2,2,2,2,1,2,2,6,14,6,3,4,2,2,2,3,4,2,3,3,2,1,3,6,3,4,1,2,266
6/27/2025 11:47,6/27/2025 11:51,100,221,1,6/27/2025 11:51,4,2,2,2,1,2,2,6,14,5,2,4,3,3,2,3,5,4,1,2,1,2,2,3,2,2,1,1,268
6/28/2025 11:01,6/28/2025 11:08,100,409,1,6/28/2025 11:08,3,1,2,2,3,1,2,5,5,1,1,4,3,2,3,3,4,2,3,3,2,2,2,2,1,2,1,1,270
6/27/2025 12:26,6/27/2025 12:33,100,407,1,6/27/2025 12:33,1,2,2,2,1,2,4,3,35,3,3,3,1,1,2,3,5,5,3,3,2,1,2,2,2,4,2,4,271
6/27/2025 16:11,6/27/2025 16:17,100,380,1,6/27/2025 16:17,1,1,2,2,3,2,1,6,7,5,1,4,1,2,2,3,5,5,2,3,2,2,2,2,3,2,1,1,272
6/27/2025 11:56,6/27/2025 12:02,100,376,1,6/27/2025 12:02,3,1,2,2,3,2,1,6,21,4,1,4,3,3,2,3,5,5,2,4,5,2,3,2,2,3,1,1,273
6/27/2025 13:06,6/27/2025 13:29,100,1395,1,6/27/2025 13:29,1,2,1,2,1,1,2,6,6,5,1,4,1,1,1,3,4,2,2,1,2,1,1,5,1,4,1,2,274
6/27/2025 12:42,6/27/2025 12:46,100,214,1,6/27/2025 12:46,2,2,2,2,3,1,2,5,30,5,2,4,1,3,2,3,5,5,2,1,2,2,2,5,2,4,1,1,275
6/27/2025 12:11,6/27/2025 12:20,100,538,1,6/27/2025 12:20,3,1,2,2,1,2,2,4,20,1,1,4,2,2,2,3,2,4,3,3,5,1,1,2,3,4,1,1,276
6/28/2025 13:51,6/28/2025 14:01,100,636,1,6/28/2025 14:01,4,2,2,2,2,2,3,4,30,3,3,3,2,3,3,3,4,2,4,4,5,3,3,6,1,2,1,2,277
6/27/2025 12:03,6/27/2025 12:26,100,1336,1,6/27/2025 12:26,2,1,2,2,1,2,2,6,20,4,2,4,3,2,2,3,4,4,3,2,1,1,3,3,2,2,1,1,278
6/27/2025 12:18,6/27/2025 12:32,100,855,1,6/27/2025 12:32,4,1,2,2,1,1,3,6,40,2,3,3,2,3,3,3,4,4,2,1,2,1,3,5,1,2,1,1,279
6/27/2025 11:57,6/27/2025 12:03,100,390,1,6/27/2025 12:03,2,1,2,2,3,2,3,5,15,1,1,4,1,2,1,3,5,5,2,1,3,1,2,1,3,4,1,1,280
6/27/2025 11:57,6/27/2025 12:05,100,433,1,6/27/2025 12:05,2,1,2,2,1,2,1,5,27,4,2,5,2,3,3,3,4,2,5,3,3,4,3,2,3,3,2,4,284
6/27/2025 11:53,6/27/2025 11:58,100,311,1,6/27/2025 11:58,2,2,1,2,1,2,2,4,13,1,1,4,3,2,1,3,4,4,2,4,2,1,2,6,3,3,1,2,285
6/27/2025 12:57,6/27/2025 13:18,100,1251,1,6/27/2025 13:18,1,1,1,2,1,1,2,4,6,1,1,4,3,1,2,3,5,3,1,3,2,2,3,4,2,3,1,2,286
6/27/2025 12:57,6/27/2025 13:18,100,1250,1,6/27/2025 13:18,1,1,1,2,1,1,2,3,6,1,1,4,3,2,1,3,3,4,3,1,2,1,3,4,1,3,1,2,287
6/27/2025 12:24,6/27/2025 12:38,100,858,1,6/27/2025 12:38,2,2,2,2,2,2,3,5,50,4,3,5,3,3,3,3,5,5,1,1,1,2,3,2,1,5,3,4,288
6/27/2025 12:27,6/27/2025 12:33,100,351,1,6/27/2025 12:33,1,1,1,2,1,2,2,4,8,5,3,2,2,3,3,3,5,5,1,1,1,3,1,5,1,4,1,1,290
6/27/2025 14:17,6/27/2025 14:23,100,362,1,6/27/2025 14:23,2,1,2,2,1,1,2,5,30,5,1,3,2,2,3,3,5,1,3,4,5,1,3,2,1,3,1,2,291
6/27/2025 12:28,6/27/2025 12:37,100,559,1,6/27/2025 12:37,2,2,1,2,1,2,4,6,40,5,3,4,2,2,2,3,5,4,5,3,2,2,2,2,2,4,2,4,292
6/27/2025 12:00,6/27/2025 12:04,100,247,1,6/27/2025 12:04,2,2,2,2,1,2,3,6,90,3,3,2,3,3,3,3,3,5,2,1,1,3,3,2,1,5,1,1,293
6/27/2025 13:09,6/27/2025 13:14,100,302,1,6/27/2025 13:14,4,2,2,2,1,2,3,5,80,4,3,1,3,3,3,3,4,5,1,1,1,3,1,2,1,3,1,1,295
6/27/2025 11:47,6/27/2025 11:57,100,611,1,6/27/2025 11:57,1,2,2,2,1,2,2,4,100,4,3,3,3,2,2,3,2,5,4,5,4,1,3,6,2,1,1,2,296
6/27/2025 11:52,6/27/2025 12:04,100,750,1,6/27/2025 12:04,4,1,1,2,3,2,2,5,20,1,2,4,2,2,2,3,4,3,4,3,5,3,3,2,3,3,1,2,297
6/27/2025 12:01,6/27/2025 12:24,100,1393,1,6/27/2025 12:24,4,1,1,2,1,2,2,4,40,2,1,4,2,2,3,3,5,3,3,3,4,2,1,6,2,3,1,2,298
6/27/2025 12:03,6/27/2025 12:09,100,345,1,6/27/2025 12:09,2,2,2,2,3,2,2,4,30,1,3,4,3,3,2,3,4,4,1,1,2,2,3,2,1,1,1,1,299
6/27/2025 15:49,6/27/2025 15:53,100,226,1,6/27/2025 15:53,2,1,1,2,1,2,2,5,20,5,1,4,3,2,2,3,4,4,3,3,4,1,2,5,2,2,1,3,300
6/27/2025 12:27,6/27/2025 12:31,100,237,1,6/27/2025 12:31,4,2,2,2,3,2,2,6,56,4,2,4,1,1,1,3,4,4,4,1,2,3,2,5,3,4,1,1,301
6/27/2025 19:32,6/27/2025 19:36,100,214,1,6/27/2025 19:36,2,2,2,2,1,2,1,5,40,1,2,4,3,3,2,3,5,5,1,1,1,2,3,2,1,2,1,1,303
6/27/2025 11:53,6/27/2025 12:06,100,795,1,6/27/2025 12:06,5,3,2,2,5,2,3,5,60,6,3,4,2,3,3,3,2,4,4,3,6,2,1,1,2,1,1,1,304
6/27/2025 12:03,6/27/2025 12:11,100,487,1,6/27/2025 12:11,1,2,2,1,1,2,3,4,35,5,3,4,2,3,3,3,5,5,3,2,1,3,1,2,2,2,1,1,305
6/27/2025 11:51,6/27/2025 11:57,100,378,1,6/27/2025 11:57,3,1,2,2,3,2,2,5,44,1,3,4,3,3,1,3,3,3,5,2,5,2,2,1,1,1,1,1,306
6/27/2025 15:31,6/27/2025 15:36,100,314,1,6/27/2025 15:36,4,1,2,2,3,2,2,6,25,3,2,4,1,2,3,3,4,3,3,3,4,2,2,2,3,2,1,2,307
6/30/2025 8:53,6/30/2025 9:00,100,435,1,6/30/2025 9:00,2,1,2,2,1,2,2,5,35,5,2,3,1,3,3,3,4,4,3,2,2,3,2,2,2,2,1,1,310
6/27/2025 11:49,6/27/2025 11:55,100,327,1,6/27/2025 11:55,2,2,2,2,1,2,2,5,5,6,2,4,3,1,3,3,2,2,3,5,4,1,3,2,2,2,1,2,312
6/27/2025 12:04,6/27/2025 12:08,100,248,1,6/27/2025 12:08,4,3,2,2,4,2,3,5,20,6,3,5,3,3,3,3,5,5,1,1,1,3,3,5,1,5,1,1,313
6/27/2025 11:50,6/27/2025 11:56,100,308,1,6/27/2025 11:56,3,1,2,2,4,2,3,5,58,4,2,4,2,2,2,3,2,1,4,4,2,1,1,3,2,2,1,2,314
6/27/2025 12:18,6/27/2025 12:23,100,332,1,6/27/2025 12:23,1,1,1,2,1,2,2,6,18,5,1,3,2,1,3,3,5,2,2,1,3,1,1,6,1,4,1,1,317
6/27/2025 11:57,6/27/2025 12:05,100,444,1,6/27/2025 12:05,5,1,2,2,1,1,2,4,40,5,2,4,1,2,3,3,2,2,4,5,5,1,2,1,2,5,1,3,318
6/27/2025 12:01,6/27/2025 12:06,100,318,1,6/27/2025 12:06,2,1,1,2,1,2,2,6,30,5,2,1,2,3,2,3,5,5,1,1,5,2,3,5,3,5,1,1,320
6/27/2025 11:58,6/27/2025 12:07,100,519,1,6/27/2025 12:07,4,1,2,2,1,2,2,5,7,1,1,3,3,2,2,3,3,4,3,1,1,2,2,3,1,5,1,1,322
6/27/2025 14:50,6/27/2025 14:58,100,466,1,6/27/2025 14:58,4,2,2,2,4,2,3,6,7,5,3,4,3,2,2,3,4,4,5,3,2,2,2,4,3,6,1,1,323
6/27/2025 16:33,6/27/2025 16:38,100,309,1,6/27/2025 16:38,4,1,1,1,1,1,1,5,18,3,2,4,1,2,1,3,5,4,2,1,2,1,2,2,2,2,1,1,324
6/27/2025 12:00,6/27/2025 12:05,100,313,1,6/27/2025 12:05,1,1,2,2,1,2,2,6,20,4,1,2,2,3,3,3,5,3,4,4,5,2,1,2,2,4,1,2,325
6/27/2025 11:53,6/27/2025 12:00,100,398,1,6/27/2025 12:00,4,1,2,2,1,2,2,5,14,5,2,4,2,2,3,3,2,2,3,5,5,1,2,2,2,2,1,2,327
6/27/2025 12:48,6/27/2025 12:56,100,504,1,6/27/2025 12:56,1,1,2,2,1,2,3,5,2,5,2,4,3,2,2,3,3,4,4,5,5,2,3,5,2,5,1,2,328
6/27/2025 12:37,6/27/2025 12:43,100,352,1,6/27/2025 12:43,5,1,1,2,1,2,2,6,20,1,1,3,1,2,1,3,4,5,2,1,4,2,2,5,2,2,1,1,329
6/27/2025 12:05,6/27/2025 12:10,100,311,1,6/27/2025 12:10,4,1,1,2,1,2,1,5,22,4,2,4,2,2,2,3,3,3,4,4,5,1,2,1,2,2,1,2,331
6/27/2025 12:13,6/27/2025 12:38,100,1496,1,6/27/2025 12:38,2,1,2,2,1,2,2,4,2,1,1,4,1,2,3,3,5,3,3,4,4,2,2,1,2,2,1,2,332
6/27/2025 21:06,6/27/2025 21:14,100,476,1,6/27/2025 21:14,3,3,2,2,1,2,1,7,35,3,3,3,1,2,3,3,4,5,5,3,2,2,2,6,2,2,1,2,334
6/27/2025 11:51,6/27/2025 11:58,100,404,1,6/27/2025 11:58,4,1,2,2,1,2,2,6,45,5,2,4,2,2,3,3,3,2,4,4,5,2,1,5,3,2,1,2,335
6/27/2025 13:24,6/27/2025 13:27,100,174,1,6/27/2025 13:27,2,2,1,2,1,1,2,7,25,1,2,3,2,3,3,3,5,2,4,3,2,2,1,4,2,4,1,2,336
6/27/2025 12:24,6/27/2025 12:44,100,1155,1,6/27/2025 12:44,2,1,1,2,1,2,1,4,30,4,2,3,3,3,3,3,2,1,3,4,5,2,3,4,2,3,1,2,337
6/27/2025 23:24,6/27/2025 23:36,100,708,1,6/27/2025 23:36,2,1,2,2,1,2,2,4,90,1,1,5,3,2,2,3,5,5,1,3,2,2,3,4,2,2,1,1,339
6/27/2025 12:05,6/27/2025 12:27,100,1297,1,6/27/2025 12:27,1,2,2,2,1,2,2,4,32,1,3,2,2,2,3,3,2,1,3,4,5,2,1,5,1,4,1,2,340
6/27/2025 12:00,6/27/2025 12:08,100,476,1,6/27/2025 12:08,1,1,1,1,1,1,2,4,12,1,2,4,2,2,2,3,2,4,2,3,2,1,2,5,3,3,1,2,341
6/27/2025 12:00,6/27/2025 12:06,100,318,1,6/27/2025 12:06,2,1,2,2,1,1,2,5,30,5,2,3,2,3,3,3,5,5,2,1,2,3,3,2,2,3,1,2,342
6/27/2025 16:28,6/27/2025 16:34,100,371,1,6/27/2025 16:34,3,1,2,1,1,2,2,5,55,4,1,3,3,2,2,3,4,2,4,3,4,2,2,5,3,4,1,1,343
6/27/2025 12:13,6/27/2025 12:18,100,272,1,6/27/2025 12:18,4,1,1,2,1,2,2,5,20,4,1,4,3,3,2,3,5,5,3,1,2,2,1,1,2,1,2,4,344
6/27/2025 11:53,6/27/2025 11:58,100,321,1,6/27/2025 11:58,2,2,2,2,1,2,1,6,40,4,1,4,2,3,3,3,5,5,1,1,5,3,1,2,4,1,2,4,346
6/27/2025 15:51,6/27/2025 16:01,100,607,1,6/27/2025 16:01,4,1,2,2,2,2,2,4,10,3,3,5,2,4,3,3,3,3,5,3,6,2,3,2,1,6,1,2,347
6/27/2025 13:23,6/27/2025 13:29,100,361,1,6/27/2025 13:29,1,1,1,2,2,2,2,4,45,3,2,5,3,3,3,3,2,3,5,3,6,2,3,5,2,2,2,4,348
6/27/2025 12:03,6/27/2025 12:12,100,509,1,6/27/2025 12:12,2,2,2,2,1,2,2,6,56,6,3,3,3,2,3,3,3,3,3,4,5,1,3,2,5,6,1,2,349
6/29/2025 12:30,6/29/2025 12:35,100,303,1,6/29/2025 12:35,2,1,1,2,1,2,2,4,15,4,3,4,3,2,3,3,2,5,1,3,2,1,3,1,1,2,1,3,350
6/29/2025 5:48,6/29/2025 5:56,100,460,1,6/29/2025 5:56,3,2,1,1,1,2,3,5,40,4,3,3,2,3,2,3,5,5,5,2,2,1,3,1,1,4,3,4,351
6/27/2025 13:42,6/27/2025 13:46,100,229,1,6/27/2025 13:46,3,1,2,2,1,2,2,6,40,1,2,2,2,3,3,3,4,2,4,3,4,1,2,2,2,3,1,2,352
6/27/2025 17:37,6/27/2025 17:41,100,234,1,6/27/2025 17:41,4,1,2,2,1,2,2,5,7,2,2,4,3,3,1,3,5,5,2,1,2,2,3,5,1,1,1,1,354
6/27/2025 12:10,6/27/2025 12:14,100,264,1,6/27/2025 12:14,5,2,1,1,1,2,2,2,20,1,3,2,3,2,3,3,2,3,2,2,4,2,2,2,1,1,1,1,356
6/28/2025 14:21,6/28/2025 14:26,100,271,1,6/28/2025 14:26,5,2,2,2,1,2,2,5,28,3,2,3,2,2,3,3,3,3,4,4,5,1,3,3,2,5,1,2,357
6/27/2025 11:53,6/27/2025 12:04,100,663,1,6/27/2025 12:04,1,1,1,2,1,1,1,2,8,3,1,2,1,1,1,3,1,3,2,3,1,1,2,6,4,3,1,1,358
6/27/2025 18:39,6/27/2025 18:48,100,520,1,6/27/2025 18:48,4,1,1,2,1,2,3,5,60,4,3,4,2,2,3,3,2,3,4,5,5,1,2,2,2,2,2,4,359
6/27/2025 12:49,6/27/2025 13:04,100,883,1,6/27/2025 13:04,2,1,1,2,1,2,2,3,6,1,2,4,3,2,2,3,4,4,3,2,2,2,2,3,1,2,1,2,360
6/27/2025 13:19,6/27/2025 13:23,100,258,1,6/27/2025 13:23,4,1,2,2,1,2,2,4,10,5,2,4,2,2,2,3,5,5,5,1,1,2,3,5,3,4,1,1,362
6/28/2025 20:32,6/28/2025 20:37,100,267,1,6/28/2025 20:37,1,1,2,2,1,2,2,5,25,1,2,4,2,1,1,3,5,4,5,3,5,2,3,5,1,2,1,3,364
