StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,consent non_twins,consent twins,Q57,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,attitude_1,argument,new_att_1,i1_1,i1_2,i2_1,i2_2,i3_1,i3_2,a1_1,a2_1,a3_1,side1,side2,side3,side 2,absurd_1,absurd_2,absurd_3,s_1,s_2,s_3,FL_42_DO_FL_29,FL_42_DO_FL_43,FL_6_DO_FL_7,FL_6_DO_FL_8,FL_15_DO_FL_16,FL_15_DO_FL_17,FL_12_DO_FL_13,FL_12_DO_FL_14,FL_50_DO_FL_51,FL_50_DO_FL_52,FL_59_DO_FL_60,FL_59_DO_FL_61,FL_56_DO_FL_57,FL_56_DO_FL_58,Imagine1_DO_i1_2,Imagine1_DO_Q9,Imagine1_DO_Q8,Imagine1_DO_i1_1,Imagine2_DO_i2_2,Imagine2_DO_i2_1,Imagine2_DO_Q12,Imagine2_DO_Q11,Imagine3_DO_i3_1,Imagine3_DO_Q18,Imagine3_DO_Q17,Imagine3_DO_i3_2,TWIN_ID,
6/4/2025 17:25,6/4/2025 17:28,100,197,1,6/4/2025 17:28,4,,I will not use AI to answer this survey,0,0,21.618,0,55,"It would likely make some people not work at all, work less, or have less desire to work hard if they are receiving a basic income.",45,5,4,1,5,2,2,6,4,5,a bad idea,opposes,against,,B,A,B,control,control,control,,,,1,1,,,1,1,,1,,1,,2,1,,3,2,3,1,,3,1,,2,246,
6/6/2025 19:49,6/6/2025 20:17,100,1673,1,6/6/2025 20:17,4,,I will not use AI to answer this survey,54.469,68.477,69.46,4,85,"Universal basic income is opposed on the grounds that it may deter people from working which would lower job creation and general output, also in current welfare initiatives and more successful and aimed at, supplying UBI by decreasing them may worsen the situation of those in need.",84,6,6,2,6,6,6,6,6,7,a bad idea,opposes,against,,B,A,A,control,control,test,,,,1,1,,1,,1,,1,,,1,2,1,,3,2,3,1,,2,,1,3,248,
6/5/2025 9:33,6/5/2025 9:46,100,797,1,6/5/2025 9:46,4,,I will not use AI to answer this survey,14.142,45.059,79.392,2,51,It is possible that this could cause some people to feel less motivated to work hard and prevent them from reaching their full potential. Working hard toward meaningful goals can be a completely pleasurable experience and it is good for people to be motivated toward such pursuits.,51,5,5,4,4,1,1,5,2,5,a bad idea,opposes,against,,B,A,B,control,test,control,,,,1,1,,,1,1,,,1,1,,3,1,,2,2,3,,1,2,1,,3,255,
6/5/2025 1:06,6/5/2025 1:12,100,349,1,6/5/2025 1:12,4,,I will not use AI to answer this survey,0,0,11.363,0,67,"I think the universal basic income will make a lot of Americans lazy, since all their basic needs are completed covered. It is also increase unemployment and inflation rate to unimaginable levels.",37,3,3,5,4,3,2,3,6,5,a bad idea,opposes,against,,B,B,A,test,control,control,,,,1,,1,1,,,1,1,,1,,2,,1,3,2,3,1,,3,1,,2,256,
6/4/2025 16:41,6/4/2025 16:45,100,212,1,6/4/2025 16:45,4,,I will not use AI to answer this survey,0,0,13.916,0,58,"UBI is quite expensive especially when considering that everyone would receive it. Instead, programs should exist for those who need the money. ",58,5,4,4,6,2,2,3,5,3,a bad idea,opposes,against,,B,A,B,test,control,test,,,,1,1,,,1,,1,1,,,1,3,,1,2,3,2,1,,2,,1,3,257,
6/4/2025 17:07,6/4/2025 17:16,100,509,1,6/4/2025 17:16,4,,I will not use AI to answer this survey,0,0,23.314,0,0,It could replace other welfare programs. It would provide a basic level of dignity to the poorest citizens. The homeless may be able to find affordable shelter. Children would be helped with better nutrition and the ability to get to school. ,0,1,1,6,3,1,1,6,4,4,a good idea,supports,in support,,A,A,A,test,test,test,,,1,,1,,1,,,1,,1,,1,2,,1,3,2,3,,1,3,,1,2,258,
6/4/2025 17:10,6/4/2025 17:15,100,269,1,6/4/2025 17:15,4,,I will not use AI to answer this survey,15.231,22.429,23.074,8,77,I think universal basic income is a bad because I think it is not a good policy because we all not equal,11,6,6,2,6,6,6,4,6,6,a bad idea,opposes,against,,B,A,A,control,control,control,,,,1,1,,1,,1,,1,,1,,2,1,,3,2,3,1,,2,1,,3,260,
6/5/2025 10:44,6/5/2025 10:49,100,279,1,6/5/2025 10:49,4,,I will not use AI to answer this survey,20.418,20.418,20.783,1,56,"I as an hard working individual , have never been given anything in my life, and as a result, I feel I have eraned all that I have.  In my career of working over 35 years, I have put in long work week hours and struggled to achieve the positins that I now obtain.  While UBI may be good for those who have very little, I don't think I should be made to acces LESS because it would level the playing field. Its simply not fair.",28,5,5,4,5,2,1,6,6,5,a bad idea,opposes,against,,A,A,A,control,control,control,,,1,,1,,1,,1,,1,,1,,2,1,,3,2,3,1,,2,1,,3,261,
6/4/2025 16:59,6/4/2025 17:01,100,93,1,6/4/2025 17:01,4,,I will it use ai ,0,0,4.866,0,80,It's enough to cover basic needs for those who may need it but it doesn't go above that and people need to seek help else where if it goes above the bias needs ,81,7,6,4,2,7,7,7,7,7,a bad idea,opposes,against,,A,B,B,test,control,test,,,1,,,1,,1,,1,1,,,1,3,,1,2,3,2,1,,2,,1,3,263,
6/4/2025 16:38,6/4/2025 16:43,100,286,1,6/4/2025 16:43,4,,I will not use AI to answer this survey,0,0,10.454,0,87,"That such a program would too expensive. Say you paid everyone in America $10,000 a year, that would be trillions of dollars. It is hard to see how that gets paid for since that would be a huge part of US GDP.",74,4,6,3,6,2,4,4,3,5,a bad idea,opposes,against,,B,A,A,control,control,test,,,,1,1,,1,,1,,1,,,1,2,1,,3,2,3,1,,3,,1,2,268,
6/4/2025 18:03,6/4/2025 18:09,100,324,1,6/4/2025 18:09,4,,I will not use AI to answer this survey,0,0,17.027,0,20,"It might be a more efficient way of distributing aid to the poor.  We have so many different programs, food, rent, heat, health, etc, it might be cheaper to give everyone basic incoime and latthem decide how to spend it.  It would lower administartive costs and red tape.",25,6,5,7,4,2,2,1,5,2,a good idea,supports,in support,,A,A,A,test,test,test,,,1,,1,,1,,,1,,1,,1,3,,1,2,2,3,,1,3,,1,2,272,
6/4/2025 17:18,6/4/2025 17:22,100,244,1,6/4/2025 17:22,4,,I will not use AI to answer this survey,0,0,26.937,0,12,With everyone having money to provide for their basic necessities there wouldn't be a problem of homelessness as we are experiencing now in the United States. Having an UBI would allow people to have the assurance that they would be able to provide for their families for shelter and food that are needed.,7,5,5,6,3,1,1,2,5,6,a good idea,supports,in support,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,2,1,,3,2,3,,1,2,1,,3,273,
6/5/2025 6:50,6/5/2025 7:14,100,1439,1,6/5/2025 7:14,4,,I will not use AI to answer this survey,0,0,253.108,0,50,"This might be  a good idea especially to the disabled or sick citizens who are in need and cannot  work due to their condition or situation,  The government is alleviating poverty amongst its citizens to at least be able to get the basic needs",70,6,6,2,6,4,5,4,5,2,a good idea,,in support,supports,A,A,B,test,control,control,1,,1,,1,,,1,,1,1,,1,,2,,1,3,2,3,1,,2,1,,3,274,
6/5/2025 15:34,6/5/2025 15:37,100,214,1,6/5/2025 15:37,4,,I will not use AI to answer this survey,0,0,9.323,0,97,I really think that the only slightly compelling argument against it is that it doesn't comport with the general idea of how things should work. That that idea is wrong is a whole other thing.,98,6,5,5,4,2,1,5,3,4,a bad idea,opposes,against,,B,B,A,test,test,control,,,,1,,1,1,,,1,,1,1,,2,,1,3,2,3,,1,2,1,,3,275,
6/4/2025 17:46,6/4/2025 17:51,100,339,1,6/4/2025 17:51,4,,I will not use AI to answer this survey,0,0,23.369,0,85,it might be bad because we would have to be controlled on what we do in this country and might break the government ,41,4,3,6,4,3,3,5,6,5,a bad idea,opposes,against,,B,B,A,test,test,control,,,,1,,1,1,,,1,,1,1,,2,,1,3,2,3,,1,2,1,,3,276,
6/4/2025 17:03,6/4/2025 17:14,100,625,1,6/4/2025 17:14,4,,I will not use AI to answer this survey,20.303,23.896,27.708,2,63,"While I do think universal basic income is important it will never be enough to cover the costs of food, housing, gas and living expenses, etc... There must be a way (exponentially increasing minimum wage) to allow people to afford to live without stressing about food and living pay check to pay check.  This said - universal basic income will increase the taxes of the people who need the money most.",53,5,5,5,5,4,3,5,4,6,a bad idea,opposes,against,,A,A,A,control,test,control,,,1,,1,,1,,1,,,1,1,,2,1,,3,2,3,,1,2,1,,3,277,
6/5/2025 1:32,6/5/2025 1:39,100,444,1,6/5/2025 1:39,4,,I will not use AI to answer this survey,18.196,18.196,19.56,1,56,"One compelling argument against universal basic income is that it could reduce motivation to work, especially in lower-wage jobs that are essential to the economy. If basic needs are met without employment, fewer people may take on difficult or undesirable work, potentially leading to labor shortages in critical sectors like caregiving, agriculture, or sanitation.",29,5,4,3,5,5,4,6,7,3,a bad idea,opposes,against,,A,B,B,control,test,test,,,1,,,1,,1,1,,,1,,1,3,1,,2,2,3,,1,2,,1,3,279,
6/4/2025 17:23,6/4/2025 17:32,100,538,1,6/4/2025 17:32,4,,I will not use AI to answer this survey,0,0,21.94,0,65,"Initiating  a basic income would throw the economy into a tail spin. It would increase the nation's debt by trillions of dollars and there is not enough income from the sources sited to cover the expense, especially if everyone gets it regardless of income level as there are obviously people who don't need it at all. The levels needed to cover housing alone would bankrupt the system. If social security was also eliminated along with government healthcare then maybe it would work.",59,6,5,1,6,1,1,2,2,3,a bad idea,opposes,against,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,3,1,,2,3,2,,1,2,1,,3,280,
6/4/2025 18:00,6/4/2025 18:05,100,280,1,6/4/2025 18:05,4,,I will not use AI to answer this survey,3.147,3.147,15.352,1,75,"UBI could dramatically increase inflation. If the same amount of new money is available to everyone, it is possible that prices of essential goods could rise to consume this new money entering the economy. ",75,6,4,7,3,1,1,1,5,1,a bad idea,opposes,against,,B,B,A,control,test,test,,,,1,,1,1,,1,,,1,,1,2,1,,3,3,2,,1,2,,1,3,282,
6/5/2025 9:35,6/5/2025 9:41,100,405,1,6/5/2025 9:41,4,,I will not use AI to answer this survey,0,0,5.601,0,25,Universal basic income can help those who are currently destitute and homeless. This is good because with this in place they can then take this income to build off overtime.,37,6,7,4,6,6,1,6,4,5,a good idea,supports,in support,,A,B,A,test,control,control,,,1,,,1,1,,,1,1,,1,,3,,1,2,2,3,1,,3,1,,2,284,
6/4/2025 17:53,6/4/2025 18:06,100,761,1,6/4/2025 18:06,4,,I will not use AI to answer this survey,47.185,53.565,54.752,3,93,I believe this will make people that earn lower have less interest in working and this will affect productivity. This however will lead to some decline in the economy,77,6,7,4,7,6,6,5,6,5,a bad idea,opposes,against,,A,A,B,control,control,control,,,1,,1,,,1,1,,1,,1,,3,1,,2,3,2,1,,2,1,,3,286,
6/4/2025 17:58,6/4/2025 18:07,100,586,1,6/4/2025 18:07,4,,I will not use AI to answer this survey,10.406,10.406,17.008,1,88,This is one area that affect work and reduces productivity. People in the field ends lower and hence this gives the low edge and zeal to perform. ,86,6,6,6,5,7,6,5,6,5,a bad idea,opposes,against,,B,B,B,control,test,test,,,,1,,1,,1,1,,,1,,1,2,1,,3,3,2,,1,2,,1,3,287,
6/4/2025 16:52,6/4/2025 17:05,100,790,1,6/4/2025 17:05,4,,I will not use AI to answer this survey,0,0,14.39,0,98,"Universal basic income can cause American citizens to become lazier than they already are. Once they start receiving handouts from the government they will stop working as hard, which will greatly disrupt our workforce.",100,4,5,7,3,4,3,4,6,4,a bad idea,opposes,against,,A,A,B,test,test,test,,,1,,1,,,1,,1,,1,,1,2,,1,3,2,3,,1,3,,1,2,288,
6/4/2025 17:35,6/4/2025 17:39,100,234,1,6/4/2025 17:39,4,,I will not use AI to answer this survey,0,0,13.755,0,10,"I feel that Universal Basic Income will be good for the government to support and make sure that everyone has enough money to live by. Also people wont have to work so many hours, depending on their expenses they can get the support they need.",10,5,6,7,4,5,4,7,4,5,a good idea,supports,in support,,B,A,A,control,control,control,,,,1,1,,1,,1,,1,,1,,3,1,,2,2,3,1,,2,1,,3,291,
6/5/2025 8:32,6/5/2025 8:37,100,320,1,6/5/2025 8:37,4,,I will not use AI to answer this survey,0,0,17.738,0,100,It would lower the incentive to work for some individuals. This would effect the economy in a negative way by limiting the work force and lowering our GDP.,100,5,3,4,5,3,5,3,4,4,a bad idea,opposes,against,,A,A,B,test,control,control,,,1,,1,,,1,,1,1,,1,,2,,1,3,3,2,1,,3,1,,2,292,
6/4/2025 17:28,6/4/2025 17:32,100,243,1,6/4/2025 17:32,4,,I will not use AI to answer this survey,0,0,11.975,0,100,"It would cause employers to have to pay more decent wages because the cumbs they offer now would seem even less.

It would create a system where law enforement would have less recitivism and thus loose budgeting for their nifty new military weapons they can use against civilians.",100,6,4,6,4,1,1,4,4,5,a bad idea,opposes,against,,A,B,B,test,control,test,,,1,,,1,,1,,1,1,,,1,3,,1,2,2,3,1,,3,,1,2,295,
6/5/2025 4:24,6/5/2025 4:31,100,426,1,6/5/2025 4:31,4,,I will not use AI to answer this survey,0,0,10.238,0,0,"A universal basic income would give lower income people a secure form of income that they would not otherwise have. In some situations, this may allow parents to have more time with their kids because they don't have to work as much or will help retired people with their finances.",0,3,4,6,4,1,2,5,6,5,a good idea,supports,in support,,B,A,A,test,control,test,,,,1,1,,1,,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,296,
6/4/2025 21:22,6/4/2025 21:26,100,217,1,6/4/2025 21:26,4,,I will not use AI to answer this survey,0,0,12.697,0,0,I literally cannot think of a single reason to support it since I don't support communism.  However to humor you I will say to make sure that people have at least a minimum standard of living even if they are lazy and contribute absolutely nothing to society.  It would be to make sure that there are no starving people (even though this argument is completely untrue),0,5,5,1,5,1,1,7,7,4,a good idea,supports,in support,,A,A,B,test,control,control,,,1,,1,,,1,,1,1,,1,,3,,1,2,2,3,1,,3,1,,2,297,
6/4/2025 17:05,6/4/2025 17:14,100,526,1,6/4/2025 17:14,4,,I will not use AI to answer this survey.,0,0,24.359,0,55,"I would rather have a system that guarantees that every citizen, unless disabled, is able to compete fairly for the available resources whatever they may be. I think that government funds are better spent when they provide equal education, health care and justice.",20,6,3,7,4,4,6,1,2,7,a bad idea,opposes,against,,A,B,A,test,control,test,,,1,,,1,1,,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,299,
6/4/2025 17:35,6/4/2025 17:40,100,304,1,6/4/2025 17:40,4,,I will not use AI to answer the survey. ,0,0,71.792,0,14,"A universal basic income will insure no one goes hungry.  It would provide much needed money to low income families assuring them they get the food, shelter, etc they need",91,5,5,2,6,3,6,4,2,5,a good idea,supports,in support,,B,B,A,control,test,test,,,,1,,1,1,,1,,,1,,1,3,1,,2,2,3,,1,3,,1,2,300,
6/4/2025 18:31,6/4/2025 18:35,100,244,1,6/4/2025 18:35,4,,I will not use AI to answer this survey,0,0,17.801,0,100,Universal basic income will be a major cost for the government and will likely raise the government debt. It will discourage people from working.,100,6,7,5,3,3,2,4,2,6,a bad idea,opposes,against,,B,B,B,control,test,test,,,,1,,1,,1,1,,,1,,1,2,1,,3,3,2,,1,2,,1,3,301,
6/4/2025 17:22,6/4/2025 17:29,100,404,1,6/4/2025 17:29,4,,I will not use AI to answer this survey,0,0,36.753,0,70,"If given a Universal Basic Income, a lot of the citizens would not work, because they would get money to live off of from the government.  Therefore, there would be fewer people working in the country, and the bottom would begin to fall out of the country's economy, and inflation would go through the roof",60,5,4,4,5,1,1,5,6,4,a bad idea,opposes,against,,A,A,B,control,test,test,,,1,,1,,,1,1,,,1,,1,3,1,,2,2,3,,1,2,,1,3,304,
6/5/2025 13:52,6/5/2025 13:59,100,374,1,6/5/2025 13:59,4,,I will not use AI to answer this survey,4.966,12.999,29.008,2,0,"If you have a UBI, you are then sure that people will have money for basics such as food and clothing. They will also have to learn how to spend their money effectively, so that no one will be able to complain that they can't afford the basics of life.  I will give a person a chance to learn how to act responsibility with the money that they are given.",0,5,4,5,3,3,4,6,4,5,a good idea,supports,in support,,B,B,A,test,control,control,,,,1,,1,1,,,1,1,,1,,2,,1,3,3,2,1,,3,1,,2,307,
6/4/2025 18:46,6/4/2025 18:55,100,529,1,6/4/2025 18:55,4,,I will not use AI to answer this survey,9.251,16.64,17.724,2,95,Giving Americans money without them earning it will make them lazy and unmotivated to be productive in society. They would only be willing to work once the UBI benefits were spent and gone. ,95,6,7,1,7,1,1,1,6,3,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,3,,1,2,3,2,1,,3,1,,2,308,
6/5/2025 1:16,6/5/2025 1:22,100,362,1,6/5/2025 1:22,4,,I will not use AI to answer this survey,20.748,20.748,49.096,1,100,This is bad because of its universality in the sense that the richest amongst us will still benefit from it which was not supposed to.,30,7,7,6,7,5,7,4,5,3,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,3,,1,2,3,2,1,,2,1,,3,317,
6/5/2025 12:24,6/5/2025 12:28,100,240,1,6/5/2025 12:28,4,,I will not use AI to answer this survey,0,0,11.966,0,0,"this would help everyone to be able to afford the basic necessities, it is that simple. it would make people feel better about having to be on assistance. this might make it so there is less government jobs and that could help reduce the amount of money they government spends on things. ",0,6,5,3,6,1,1,1,5,2,a good idea,supports,in support,,B,B,A,test,control,test,,,,1,,1,1,,,1,1,,,1,2,,1,3,2,3,1,,3,,1,2,318,
6/5/2025 7:17,6/5/2025 7:27,100,569,1,6/5/2025 7:27,4,,I will not use AI to answer this survey,0,0,39.4,0,83,"One argument against universal basic income is that without a systemic balance or controls prices of the basics might just increase so as to absorb the extra money without actually changing conditions on a net basis.  That is to say, if everyone gets an extra $500 a month, and if the least expensive rent then increases by $500 a month, there's not real benefit to those who needed the housing, but all the rest of the system is disrupted.  ",83,4,4,5,5,3,5,7,6,7,a bad idea,opposes,against,,B,A,A,test,control,test,,,,1,1,,1,,,1,1,,,1,3,,1,2,2,3,1,,2,,1,3,320,
6/5/2025 9:20,6/5/2025 9:26,100,353,1,6/5/2025 9:26,4,,I will not use AI to answer this survey.,0,0,14.756,0,68,"The reason I am against universal basic income is that the fundamental motivation for Americans is to achieve their personal goals. The goals are unique to each individual. However, you are taught by this motivation that there is a personal payoff in both economic and ego centric ways. I'm not sure removing the worry of having to provide for oneself will result in anything other than rising argument of what is a fair ""housing"" reimbursement. It just doesn't seem right.",58,5,4,5,4,4,6,3,4,3,a bad idea,opposes,against,,A,B,B,test,control,control,,,1,,,1,,1,,1,1,,1,,3,,1,2,2,3,1,,3,1,,2,324,
6/4/2025 16:50,6/4/2025 17:00,100,615,1,6/4/2025 17:00,4,," ""I will not use AI to answer this survey""",0,0,40.157,0,50,"It all sounds good on the surface, but isn't this just redistribution of wealth in a way? If the money was coming from sale of minerals or oil and gas, then I could see money being given to the citizens. I also see a problem in that a lot of people may not use the money for what it was designed for. So, where it sounds like a good thing, I think in the long run there could be issues with it, namely where the money will really come from.",36,5,5,6,5,3,5,6,5,5,a good idea,,in support,supports,A,A,A,control,test,test,1,,1,,1,,1,,1,,,1,,1,3,1,,2,2,3,,1,2,,1,3,326,
6/5/2025 8:33,6/5/2025 8:39,100,327,1,6/5/2025 8:39,4,,I will not use AI to answer this survey,0,0,21.038,0,0,I think using this would make everyone feel the same.I guess that could be a good thing if your a looser and cant find a way to make your own money,0,5,5,1,5,2,4,5,4,1,a good idea,supports,in support,,B,B,A,test,control,control,,,,1,,1,1,,,1,1,,1,,3,,1,2,3,2,1,,3,1,,2,327,
6/4/2025 16:50,6/4/2025 16:58,100,467,1,6/4/2025 16:58,4,,I will not use AI to answer this survey,0,0,32.635,0,50,"I would like it if were for lower income people, people with wealth do not need it so this would just be a waste of money for the government. Income is not equal some people need help and some do not.",50,6,4,1,5,2,1,1,4,2,a bad idea,opposes,against,,A,A,B,test,control,control,,1,1,,1,,,1,,1,1,,1,,2,,1,3,3,2,1,,2,1,,3,329,
6/4/2025 21:20,6/4/2025 21:30,100,591,1,6/4/2025 21:30,4,,I will not use AI to answer this survey,319.9,321.022,321.843,2,5,Stability for poor people is a reason I can think of.  This could be used for people way below the poverty line to make sure they can buy basic necessities.  This could make some people feel free to live their lives and not have to work.,2,5,3,1,7,5,6,5,7,3,a good idea,supports,in support,,B,B,B,test,control,test,,,,1,,1,,1,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,331,
6/4/2025 23:53,6/5/2025 0:04,100,625,1,6/5/2025 0:04,4,,I will not use AI to answer this survey,5.058,10.191,11.684,4,0,Because it evens the world and those who work hard get paid the same as those who never want to work. It helps entitlement and lack of commitment and growth. It assists in creating a world without drive or values. ,0,4,4,1,5,2,1,4,4,4,a good idea,supports,in support,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,3,1,,2,3,2,,1,2,1,,3,332,
6/4/2025 17:36,6/4/2025 17:54,100,1113,1,6/4/2025 17:54,4,,I will not use AI to answer this survey.,0,0,10.04,0,63,I think offering UBI could have the potential to make people not want to work or have any purpose in life. This could lead to a very negative impact on society. A society thrives when people of the community want to give back. ,53,5,5,4,4,3,4,4,7,3,a bad idea,opposes,against,,B,B,B,control,control,test,,,,1,,1,,1,1,,1,,,1,3,1,,2,2,3,1,,2,,1,3,334,
6/4/2025 16:38,6/4/2025 16:48,100,583,1,6/4/2025 16:48,4,,I will not use AI to answer this survey,0,0,79.861,0,0,"UBI would be a good idea only if AI replaces many jobs that people would occupy. AI is advancing at a quick pace, so ultimately UBI may become necessary to keep people from becoming useless and destitute.",0,6,5,5,4,1,2,6,5,2,a good idea,supports,in support,,B,B,A,control,test,control,,,,1,,1,1,,1,,,1,1,,2,1,,3,3,2,,1,3,1,,2,335,
6/4/2025 17:53,6/4/2025 18:01,100,439,1,6/4/2025 18:01,4,,I will not use AI to answer this survey,15.654,16.128,37.62,2,0,"Boy, this is hard to make up a compelling argument but here goes. I think we should not limit giving money in small amounts to everyone. Why not have an unlimited amount each receives.  All you need to do to get this money is just as the government and they will give you however much you want.  My bet is that all the politicians will be held in high regard and saviors to their constituents.  All praise will be given to all politicians.",0,4,5,5,3,2,2,7,5,4,a good idea,supports,in support,,B,B,B,test,test,control,,,,1,,1,,1,,1,,1,1,,2,,1,3,2,3,,1,2,1,,3,337,
6/5/2025 12:59,6/5/2025 13:07,100,426,1,6/5/2025 13:07,4,,I will not use AI to answer this survey.,0,0,26.623,0,0,"Regarding universal basic income, it's nice that food and housing expenses would be covered. Although food stamps would be removed, at least people would be able to pay for the food they need.",0,4,2,7,4,4,2,1,2,2,a good idea,supports,in support,,B,B,A,test,test,test,,,,1,,1,1,,,1,,1,,1,2,,1,3,3,2,,1,2,,1,3,338,
6/4/2025 20:38,6/4/2025 20:43,100,288,1,6/4/2025 20:43,4,,I will not use AI to answer this survey,23.706,23.706,28.544,1,40,"I think it will help people with the little support they may need, especially those who really do need for the little help",50,6,6,5,6,4,5,6,7,7,a good idea,supports,in support,,B,A,B,control,test,test,,,,1,1,,,1,1,,,1,,1,2,1,,3,3,2,,1,3,,1,2,339,
6/5/2025 8:40,6/5/2025 8:49,100,502,1,6/5/2025 8:49,4,,I will not use AI to answer this survey,0,0,33.227,0,87,"UBI will might be a bad idea as one of its disadvantage is that, it will make people become lazy. They will solely depend on the amount to survive which will cause unemployment to the country. ",34,2,4,6,2,6,7,3,3,6,a bad idea,opposes,against,,B,B,A,control,control,test,,,,1,,1,1,,1,,1,,,1,2,1,,3,3,2,1,,3,,1,2,340,
6/4/2025 17:02,6/4/2025 17:06,100,265,1,6/4/2025 17:06,4,,I will not use AI to answer this survey,0.8,0.8,44.665,2,65,"Universal basic would make people less likely to work. Additionally, how would the government budget for universal basic income",60,4,3,3,6,4,3,3,4,2,a bad idea,opposes,against,,B,A,B,test,control,control,,,,1,1,,,1,,1,1,,1,,2,,1,3,3,2,1,,2,1,,3,342,
6/6/2025 9:55,6/6/2025 9:59,100,205,1,6/6/2025 9:59,4,,I will not use AI to answer this survey,0,0,9.315,0,75,It could incentivize people to not work hard and just rely on benefits. It may make people feel like they do not need to contribute to society because they have what they need to live through the UBI.,70,5,4,6,3,1,2,4,5,3,a bad idea,opposes,against,,B,A,A,test,test,control,,,,1,1,,1,,,1,,1,1,,2,,1,3,2,3,,1,3,1,,2,343,
6/4/2025 16:55,6/4/2025 16:58,100,192,1,6/4/2025 16:58,4,,I will not use AI to answer this survey,4.061,6.273,8.001,3,100,it will encourage people who already do not want to work to continue to not want to work. Knowing you have a guaranteed income will make you not want to find work.,50,7,7,1,7,1,1,4,4,7,a bad idea,opposes,against,,A,B,A,control,control,test,,,1,,,1,1,,1,,1,,,1,2,1,,3,2,3,1,,3,,1,2,346,
6/4/2025 22:00,6/4/2025 22:10,100,564,1,6/4/2025 22:10,4,,"I will not use AI to answer this survey
",0,0,27.563,0,50,I think it would be a bad idea to give all American citizens money regardless of their income or work status. Many people in the U.S. don't need help with food and housing expenses. ,20,4,4,7,5,4,3,4,6,4,a bad idea,opposes,against,,B,B,A,test,test,test,,1,,1,,1,1,,,1,,1,,1,3,,1,2,2,3,,1,2,,1,3,347,
6/4/2025 17:00,6/4/2025 17:04,100,198,1,6/4/2025 17:04,4,,I will not use AI to answer this survey.,17.768,17.768,20.356,1,50,I think that one argument against universal basic income is that it encourages laziness. Fewer people will work and that might hurt small businesses.,27,4,4,5,4,4,2,4,4,5,a bad idea,opposes,against,,B,A,A,control,test,test,,1,,1,1,,1,,1,,,1,,1,3,1,,2,3,2,,1,3,,1,2,348,
6/4/2025 17:32,6/4/2025 17:36,100,235,1,6/4/2025 17:36,4,,I will not use AI to answer this survey,0,0,15.21,0,100,"Income taxes shouldn't be raised to provide UBI because it will be unfair to the people paying the most taxes, and free to those paying none.  ",85,6,5,5,5,1,2,3,7,1,a bad idea,opposes,against,,B,A,B,test,control,test,,,,1,1,,,1,,1,1,,,1,2,,1,3,3,2,1,,3,,1,2,352,
6/5/2025 16:07,6/5/2025 16:11,100,222,1,6/5/2025 16:11,4,,"""I will not use AI to answer this survey""
",0,0,22.136,0,51,Wealthy people certainly need more money - Doing away with much needed food stamps would be very detrimental to those that need it to survive. Giving money to those less fortunate is a good idea but not to everyone.,51,5,3,4,5,1,1,7,7,6,a bad idea,opposes,against,,B,B,A,test,test,control,,,,1,,1,1,,,1,,1,1,,2,,1,3,2,3,,1,2,1,,3,354,
6/5/2025 20:59,6/5/2025 21:04,100,265,1,6/5/2025 21:04,4,,I will not use AI to answer this survey,0,0,37.449,0,35,it would help lots of people who can't afford basic needs. it would make life and working a little easier for a lot of people. ,35,3,4,1,7,4,3,3,7,3,a good idea,supports,in support,,B,A,A,control,control,test,,,,1,1,,1,,1,,1,,,1,2,1,,3,3,2,1,,3,,1,2,355,
6/4/2025 16:39,6/4/2025 16:50,100,639,1,6/4/2025 16:50,4,,I will not use AI to answer this survey,285.147,285.147,287.659,1,72,One reason ubi might be bad is because it could make people not want to work... If money comes for for nothing some folks might just stop trying. It could cost a lot. It could raise taxes. Taking money from other programs. The military might cause even more problems.,63,5,4,5,4,2,1,6,6,7,a bad idea,opposes,against,,B,B,A,test,test,test,,,,1,,1,1,,,1,,1,,1,2,,1,3,2,3,,1,3,,1,2,356,
6/4/2025 20:23,6/4/2025 20:28,100,293,1,6/4/2025 20:28,4,,I will not use AI to answer this survey,0,0,5.236,0,60,very effective and more good and also very nice to do this nicely and also very effective to do that nicely,66,6,5,2,4,4,4,5,5,6,a bad idea,opposes,against,,A,B,A,test,control,test,,,1,,,1,1,,,1,1,,,1,2,,1,3,3,2,1,,2,,1,3,358,
6/4/2025 17:02,6/4/2025 17:07,100,297,1,6/4/2025 17:07,4,,I will not use AI to answer this survey,0,0,17.323,0,50,"I believe it instills in human beings a lack of will to work. In addition, I think this will put a strain on those that are taxed - and who work for a living. I feel there are better ways to support those who do not work.",50,5,5,5,5,3,2,4,5,4,a bad idea,opposes,against,,A,B,A,control,test,test,,1,1,,,1,1,,1,,,1,,1,3,1,,2,3,2,,1,2,,1,3,359,
