StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 11:41,6/12/2025 11:44,100,217,1,6/12/2025 11:45,4,4,2,3,5,6,1,4,0,0,25.095,0,I would be very uncomfortable knowing that several other people are wearing the same sweater. I like to look unique.,,18.995,69.959,77.871,3,6,6,6,2,3,1,875,Being that its a luxury item and that it has this tag technology.,6,6,1,1,1,,1,2,1,250,
6/12/2025 10:12,6/12/2025 10:16,100,241,1,6/12/2025 10:16,4,6,5,3,1,2,6,4,0,0,19.595,0,"I liked the sweater initially, but then noticed others wearing it. It looked good, but it's not as unique as I thought .",,15.218,73.4,77.053,6,2,2,2,1,2,3,100,"Since so many others were wearing it, It definitely didn't feel luxurious or prestigious.",1,3,0,1,1,,1,1,2,251,
6/12/2025 11:00,6/12/2025 11:07,100,425,1,6/12/2025 11:07,4,3,2,5,3,4,1,6,8.808,8.808,17.317,1,,I can see myself wearing black jeans with my new sweater. I am feeling very stylish. I am out eating in my favorite restaurant. as I look around I see 2 other women wearing the same sweater. I am surprised. ,22.81,178.487,200.993,4,6,6,6,2,3,1,75,I was thinking about the price I paid for the sweater and how much I love wearing it.,1,1,0,1,0,1,,1,2,252,
6/12/2025 13:25,6/12/2025 13:34,100,496,1,6/12/2025 13:34,4,3,6,3,2,1,5,4,0,0,12.601,0,"I would feel uncomfortable knowing many people are wearing the same jacket as I am. Despite how good it looks, it would definitely make it appear less valuable.",,47.771,54.075,191.301,2,2,2,2,3,2,1,100,"I thought how common it was, since many other people had it.",4,2,1,1,1,,1,2,1,256,
6/12/2025 10:24,6/12/2025 10:28,100,233,1,6/12/2025 10:28,4,6,1,4,2,3,5,6,0,0,12.613,0,,"When heading out, I feel confident in my apparel as I'm wearing the new sweater. However, as I start noticing others withe same sweater, I start to feel a little self-conscious given that I am not wearing something as original as I thought it was. ",17.467,74.436,91.223,2,5,4,4,1,2,3,150,"I believe that the study said that the sweater was luxurious. In addition, if I purchased it to go out for an evening, I would expect that I'd want to wear something nice. ",5,2,1,1,0,1,,1,2,257,
6/12/2025 10:17,6/12/2025 10:23,100,343,1,6/12/2025 10:23,4,6,4,1,5,6,3,2,0,0,30.426,0,I would obviously feel like an idiot for buying this ridiculous sweater.,,39.297,90.145,97.815,2,1,1,1,2,3,1,500,The sweater is way overpriced to appeal to people with more money than taste and class.,1,3,0,1,1,,1,1,2,258,
6/12/2025 10:34,6/12/2025 10:38,100,213,1,6/12/2025 10:38,4,1,3,1,2,5,4,6,0,0,11.752,0,,I look fabulous!  I'm hanging out with my friends and catching up with people.  I'm living my best life.  I love the sweater.,7.481,7.481,48.872,1,6,6,5,1,3,2,180,"I was thinking about even though this is a high end piece and more expensive than what I usually purchase, it is the perfect sweater for those special occasions when we go to more high level events and spaces.",3,1,1,1,0,1,,1,2,259,
6/12/2025 14:34,6/12/2025 14:36,100,145,1,6/12/2025 14:36,4,4,6,5,3,1,2,4,5.042,7.327,11.769,2,,I will feel proud and happy wearing the jacket ,11.684,15.05,39.457,2,6,6,6,1,2,3,150,based on how it is looking and the qaulity ,6,3,1,1,0,1,,2,1,260,
6/12/2025 10:22,6/12/2025 10:25,100,186,1,6/12/2025 10:25,4,6,1,2,4,6,5,3,0,0,11.08,0,,stylish and exceptionally dressed ,4.559,4.559,21.406,1,6,5,6,2,1,3,65,"I see myself wearing a luxurious olive-hued men's cardigan crafted from premium materials—such as cashmere or fine merino wool—offering both warmth and refinement. This sophisticated sweater features a classic button-front closure, tailored fit, and subtle ribbed detailing at the cuffs and hem. Ideal for layering over a crisp shirt or under a tailored coat, it combines timeless style with understated elegance. Perfect for casual evenings or upscale gatherings, it reflects both comfort and elevated taste...",5,2,1,1,0,1,,2,1,261,
6/12/2025 10:12,6/12/2025 10:18,100,345,1,6/12/2025 10:18,4,1,5,2,4,1,6,3,0,0,23.805,0,"I would think that my luxury sweater isn't so unique.  I understand it may have a digital certificate that identifies it, but if other sweaters of the same brand and style exist, it is not unique.",,6.074,6.074,119.294,1,6,6,6,1,3,2,550,"I tried to guess how much a luxury sweater would cost, and I tried to understand the market for luxury brands in general.",3,2,0,1,1,,1,1,2,268,
6/12/2025 10:51,6/12/2025 10:56,100,334,1,6/12/2025 10:57,4,4,1,2,5,4,6,3,0,0,11.514,0,"I look sleek and confident, pairing the luxury sweater with tailored black pants. I feel a mix of pride and individuality, knowing my sweater’s digital ID sets mine apart from the rest.",,17.749,166.109,174.874,8,6,6,6,2,3,1,100,"I was thinking about the brand reputation, the quality of the materials, and the craftsmanship that set the sweater apart from regular clothing. I also considered how owning a sweater with a digital ID adds exclusivity and a sense of prestige.",1,3,0,1,1,,1,2,1,270,
6/12/2025 11:27,6/12/2025 11:30,100,213,1,6/12/2025 11:30,4,4,2,3,5,1,6,4,0,0,11.602,0,,I would feel part of the crowd. Since I don't like being singled out in any public event this suits me just fine. I feel calm and feel confident enough to talk to other people since they share the same types of clothes as me in general.,9.85,9.959,71.402,2,5,5,5,3,2,1,50,I was thinking how I would fit in with the rest of the people in the crowd. I feel that I could get used to this type of social connections and meet new people in my life.,2,1,0,1,0,1,,2,1,273,
6/12/2025 11:30,6/12/2025 11:40,100,581,1,6/12/2025 11:40,4,1,1,4,2,5,3,6,0,0,29.044,0,,I will be looking good and smart on my own even though it will look like a uniform,94.788,94.788,144.415,1,7,7,7,2,1,3,150,The description I choose looked unique  making it expensive,6,4,1,1,0,1,,2,1,274,
6/12/2025 11:42,6/12/2025 11:45,100,182,1,6/12/2025 11:45,4,4,2,3,6,1,5,4,0,0,11.198,0,,"Casual, yet stylish. Kind of amused at seeing the others",1.976,1.976,44.454,1,6,5,5,1,3,2,300,I was pondering how status-y a sweater would be,1,2,0,1,0,1,,2,1,275,
6/12/2025 10:53,6/12/2025 11:02,100,534,1,6/12/2025 11:02,4,4,1,4,3,6,2,5,7.399,7.399,38.769,1,I look neat and the sweater looks Fesh and well fitting,,37.462,274.53,279.531,9,5,4,4,1,3,2,70,I thought it was a nice not too expensive piece of clothing,5,3,1,1,1,,1,1,2,278,
6/12/2025 10:20,6/12/2025 10:28,100,477,1,6/12/2025 10:28,4,6,6,3,1,5,4,2,0,0,24.402,0,I look like I'm wearing a sweater and since it's just a sweater I don't feel anything about it at all. The digital ID adds no value and seems like it's a faux asset. It would surprise me that others are wearing the same thing however.,,15.927,75.412,261.067,3,1,1,1,1,3,2,90,I was thinking that it is simply an article of clothing and not a huge thing. Especially because so many others are sporting the same thing.,1,2,0,1,1,,1,2,1,280,
6/12/2025 10:52,6/12/2025 10:57,100,284,1,6/12/2025 10:57,4,4,6,2,3,1,5,4,0,0,35.049,0,so well i think how i will look in the eyes of many people wearing the same luxury sweater in that frame work and it perceives in the eyes of people are very completely transparent so when i wear it at night it appears very translucent that appears very intact and innate ,,1.932,1.932,106.015,1,6,5,6,1,2,3,210,well i think it is a luxurious and high status and prestigious and quite expensive the sweater is mainly because it mostly based on what the sweater seeks to offer to the client ,5,3,1,1,1,,1,2,1,285,
6/12/2025 10:23,6/12/2025 10:27,100,238,1,6/12/2025 10:27,4,5,5,4,6,2,3,1,0,0,22.832,0,,I looked classy and elegant and feel incredibly confident.,37.889,37.889,78.764,1,7,7,6,2,3,1,150,I was thinking how others would perceive me,2,3,1,1,0,1,,2,1,288,
6/12/2025 13:29,6/12/2025 13:33,100,273,1,6/12/2025 13:33,4,1,5,2,1,4,3,6,0,0,11.418,0,,"I would feel rather stuffy as I don't usually wear something with a high neckline and find it very uncomfortable and awkward, but I can definitely pull the look off better than most of the other's wearing the sweater. I wouldn't be bothered that others are wearing the sweater, I would rather like that we all had the same sense of style",11.887,12.411,126.674,2,6,6,6,3,1,2,85,I was thinking of the quality of the sweater since I would want to buy something that is going to last me awhile and I can use over again ,6,2,1,1,0,1,,2,1,290,
6/12/2025 11:40,6/12/2025 11:46,100,354,1,6/12/2025 11:46,4,4,4,5,1,2,6,3,7.352,7.352,11.184,1,,I look professional and well dressed. I feel excited about what will happen.,2.755,2.755,32.166,1,5,5,5,3,2,1,100,The description of the style of the sweater.,1,4,0,1,0,1,,2,1,292,
6/12/2025 10:54,6/12/2025 10:57,100,157,1,6/12/2025 10:57,4,6,5,6,2,4,3,1,3.238,3.598,10.966,3,,I think I would look boring and unoriginal. I would look fine and blend in well though.,1.175,1.175,36.801,1,3,2,2,3,2,1,200,"I was thinking about how rare and unusual the product is. If lots of people have it, it's probably not that high status or prestigious.",2,1,0,1,0,1,,2,1,293,
6/12/2025 10:26,6/12/2025 10:31,100,271,1,6/12/2025 10:31,4,6,5,1,2,4,3,6,3.807,11.86,23.643,3,"I would feel weird knowing that I'm wearing a sweater that's been tracked and associated with my personal information. Dystopian af to be honest,",,6.941,72.84,79.483,4,5,4,4,2,1,3,110,"I tried to imagine what a normal sweater would cost, then just made a guess of how much more a greedy company would push the profit margin.",4,2,0,1,1,,1,1,2,295,
6/12/2025 10:42,6/12/2025 10:44,100,110,1,6/12/2025 10:44,4,1,1,3,2,4,6,5,6.502,6.502,11.141,1,,I look elegant and classy.  I look stylish. I feel good about myself.  I am very confident i my look.,0.859,4.068,30.55,2,5,5,5,3,2,1,80,I was thinking that I wanted to wear something that made me look good and a brand known to people as high status,2,3,0,1,0,1,,1,2,300,
6/12/2025 10:53,6/12/2025 10:56,100,181,1,6/12/2025 10:56,4,3,3,1,5,6,4,2,0,0,11.532,0,,I would feel surprised that so many people are wearing the same sweater as me. I would feel that I made an excellent selection.,7.571,7.571,71.171,1,6,6,5,2,3,1,100,I was thinking about the description of the sweater as being luxurious.,1,1,0,1,0,1,,2,1,301,
6/12/2025 13:56,6/12/2025 14:05,100,580,1,6/12/2025 14:05,4,4,5,6,1,2,4,3,0,0,13.925,0,"I would feel generic. I admire people who share a similar fashion sense, but if I've paid top dollar for something, I would like to feel unique. Regardless, I will still enjoy the way I look and find the digital ID pointless to how I feel about the way I am dressed. ",,10.894,255.547,258.58,6,5,5,5,2,3,1,550,I was thinking about the material that the sweater was described as having. I was thinking about how much I would be willing to pay and ultimately characterize in price range as to how I define luxurious clothing. ,1,2,0,1,1,,1,2,1,305,
6/12/2025 11:32,6/12/2025 11:38,100,417,1,6/12/2025 11:39,4,1,6,2,3,1,4,5,79.138,85.601,87.051,2,"I would be a little disappointed to see so many people with the same look as me. I would be proud knowing that I have a legitimate authentic luxury item, but I would prefer it if I was one of few that have it. ",,1.553,31.33,52.207,3,5,4,3,1,3,2,1200,The fit is styled very well and fits of my perfectly. The fabric is of high quality and it is impressive to look at for its excellence in tailoring. I paid a large amount of money for this because it helps me develop my own style and reflects what I want to be to the world.,6,1,1,1,1,,1,2,1,308,
6/12/2025 10:14,6/12/2025 10:16,100,138,1,6/12/2025 10:16,4,5,4,3,2,6,5,1,0,0,11.249,0,,I would look and feel fantastic in my new sweater. ,1.931,37.618,38.162,3,7,7,7,2,3,1,1500,I was thinking about price tags of sweaters in the luxury boutique. ,6,1,1,1,0,1,,2,1,312,
6/12/2025 10:11,6/12/2025 10:15,100,213,1,6/12/2025 10:15,4,5,2,1,4,5,6,3,0,0,11.535,0,,i'd be ready for a casual dinner with family. the sweater would make me feel excited for others to see it.,16.718,16.718,77.326,1,5,5,4,1,2,3,139,that it looks good on me and other want to purchase one.,4,5,1,1,0,1,,1,2,314,
6/12/2025 11:28,6/12/2025 11:33,100,309,1,6/12/2025 11:33,4,4,6,1,3,2,4,5,0,0,14.988,0,,"I would feel good about wearing this sweater, unless the high neck is too high and might irritate my neck.  But I would be glad I had a button-up sweater with pockets.  Pockets is the deciding factor in my getting this sweater.  I would feel comfortable wearing this sweater for my night out.",16.297,16.297,78.564,1,4,4,4,3,2,1,35,"It's hard to say how luxurious it is just from the description so far, that's why I  chose a middle-of-the-road answer.  What's it made of?  how high is the collar?  does it fit loose or tight?  I would need more information in order to answer how luxurious it is.  Similarly, as to expense, 35 is about what i would be willing to pay.  A truly ""luxurious"" sweater would probably be much more expensive, but I really have no idea how ""luxurious"" it is.  ",2,2,0,1,0,1,,1,2,320,
6/12/2025 10:52,6/12/2025 10:55,100,192,1,6/12/2025 10:55,4,6,2,6,5,1,3,4,0,0,12.052,0,,I would like to go home and change my sweater because I would feel like crap,18.354,18.354,66.093,1,4,4,3,2,3,1,65,Just the color and how it felt,1,3,0,1,0,1,,2,1,327,
6/12/2025 12:20,6/12/2025 12:29,100,532,1,6/12/2025 12:29,4,3,4,5,1,3,6,2,0,0,35.153,0,,"Once I arrived at the venue and noticed several other people wearing the exact same sweater, I started to feel awkward and a bit self-conscious. What had felt like a unique, stylish choice suddenly felt less special.",38.185,200.252,211.478,3,6,6,6,3,1,2,350,"When I rated how luxurious and expensive the sweater is, I was thinking about the brand reputation, the quality of the material, and the design details.",1,3,1,1,0,1,,2,1,328,
6/12/2025 12:11,6/12/2025 12:16,100,335,1,6/12/2025 12:16,4,1,6,4,2,3,5,1,0,0,40.812,0,I would think I look good and I would feel fine wearing it,,34.443,34.443,78.573,1,5,5,5,2,1,3,100,I would be thinking I would have no interest in how luxurious it is or care,2,4,0,1,1,,1,2,1,329,
6/12/2025 10:29,6/12/2025 10:38,100,571,1,6/12/2025 10:38,4,6,2,1,4,5,3,6,3.052,5.024,375.207,2,,"I don't think I would be bothered by it as it would show it's a trending style. I do think others might be bothered. I wear what I want and when I want and I don't let other people and their styles, or repetition as in this case, bother me at all. I would be flattered. ",8.944,8.944,68.584,1,7,5,5,2,3,1,400,Just that it's a nice sweater that looks fashionable. It might have a recognized label on it. ,2,2,1,1,0,1,,1,2,332,
6/12/2025 10:58,6/12/2025 11:16,100,1038,1,6/12/2025 11:16,4,2,6,5,3,1,4,2,5.661,5.661,11.921,1,,"My night out would be very fun with my girlfriends going out to have drinks and dance at a vibey bar/restaurant. I know the sweater would make me feel like I look glamorous and pretty. However, if I was seeing many people wearing the exact same thing while out, that would make me think that it is too common and would make me feel a little weird about it. ",222.722,237.713,303.351,2,7,7,7,1,2,3,200,"I just know that this is considered a luxury sweater based off my description given to me. So to me that means the sweater was expensive and likely a couple hundred dollars minimum. If it's a luxury brand, there is definitly prestigious views to the sweater. I don't actually care about these things though personally.",5,2,0,1,0,1,,2,1,334,
6/12/2025 10:51,6/12/2025 10:56,100,307,1,6/12/2025 10:56,4,1,6,4,5,2,3,1,0,0,20.511,0,"I feel like everybody has the same great taste. But, I don't feel original. I would feel a little awkward.",,25.778,88.766,104.625,3,5,5,4,1,3,2,90,The sweater is well made and it feels like it. It looks well made.,1,5,0,1,1,,1,1,2,335,
6/12/2025 13:56,6/12/2025 13:57,100,73,1,6/12/2025 13:57,4,6,5,3,6,1,2,4,0,0,12.279,0,,Its a nice sweater and it is comfortable.,1.308,1.308,12.474,1,3,3,4,3,1,2,100,I liked the color,2,4,0,1,0,1,,1,2,336,
6/12/2025 14:15,6/12/2025 14:19,100,223,1,6/12/2025 14:19,4,6,6,1,4,5,3,2,4.698,7.46,16.028,2,,I guess i would make the best of it but i think i would feel a bit embarassed.,67.938,67.938,101.512,1,4,3,3,1,2,3,250,casmere,1,2,0,1,0,1,,1,2,337,
6/12/2025 10:27,6/12/2025 10:34,100,379,1,6/12/2025 10:34,4,6,2,1,6,4,5,3,0,0,37.552,0,I would feel disappointed because i thought buying and wearing a jacket with unique details would make me unique as well only to go out and find other people in the same thing,,26.413,64.659,104.626,4,5,5,4,2,3,1,700,how it was going to look and feel,4,3,1,1,1,,1,1,2,339,
6/12/2025 10:15,6/12/2025 10:25,100,599,1,6/12/2025 10:25,4,4,6,5,3,4,1,2,0,0,293.476,0,I will feel embarrassed and like the company who said it wasnt genuine with their description of it having an ID. I wouldnt buy from such company.,,15.381,97.7,101.431,4,2,1,1,1,2,3,350,"I was thinking since it has a digital ID, such will be expensive.",5,4,1,1,1,,1,1,2,340,
6/12/2025 14:29,6/12/2025 14:42,100,781,1,6/12/2025 14:42,4,5,1,5,6,2,3,4,0,0,89.344,0,,"I'm sipping cocktails at a trendy rooftop bar in New York City, wearing the luxury sweater over a sleek black dress shirt and dark jeans. The sweater's premium material and fit make me feel confident and stylish. However, as I mingle with friends and notice others wearing the same sweater, I start to feel a bit less special. It's like the exclusivity and uniqueness I thought I'd get from wearing this luxury brand has been diluted. I'm still looking sharp, but I'm not feeling as standout as I had hoped.",108.662,140.26,149.576,6,7,6,6,3,1,2,500,"When evaluating the sweater, I considered factors like the brand reputation, material quality, craftsmanship, and overall aesthetic. I inferred that the sweater is luxurious and high-status due to its premium appearance and the assumption that it's from a well-known designer brand. As for the price, I based my estimate of $500 on the perceived quality, brand prestige, and the typical price range for similar luxury sweaters.",5,6,1,1,0,1,,2,1,341,
6/12/2025 10:24,6/12/2025 10:28,100,261,1,6/12/2025 10:28,4,1,6,1,2,4,3,5,3.823,7.142,19.661,2,I feel I look nice but I do not feel very unique because of others who have the same sweater.,,7.098,23.001,54.762,2,5,5,5,3,1,2,150,The design of the sweater played a major role in my prediction.,1,1,1,1,1,,1,2,1,346,
6/12/2025 10:24,6/12/2025 10:33,100,526,1,6/12/2025 10:33,4,5,2,3,5,4,1,6,1.259,2.486,116.401,2,I would feel uncomfortable.,,12.914,27.96,28.42,2,7,5,5,3,1,2,300,I thought that attaching it to a digital ID is  mistake.,2,4,0,1,1,,1,2,1,348,
6/12/2025 10:26,6/12/2025 10:30,100,236,1,6/12/2025 10:30,4,5,2,5,6,4,3,1,0,0,18.851,0,"I would feel part of the crowd.  I'd be a little embarassed that I am wearing the same sweater as other people in my crowd; however, I know how much it costs and how luxurious it is, and so do the other people wearing it.  It shows great taste in clothing!",,11.161,11.161,60.612,1,7,7,7,2,3,1,249,"the digital ID showing the process of the making of the sweater and ownership.  Luxurious material and feel when wearing it.  Instills confidence.  Lacks originality in the prestigious group, but holds status with the cost.",4,1,1,1,1,,1,1,2,352,
6/12/2025 13:05,6/12/2025 13:08,100,173,1,6/12/2025 13:08,4,5,1,4,6,5,3,2,0,0,21.102,0,If I were to be noticed by many other people by the fact that we all have the same shirt. It would feel weird. I would feel like a lot of people have a shirt so I wouldn't feel like it's one of a kind.,,3.147,44.743,45.901,6,4,2,4,2,1,3,25,I feel like the sweater really doesn't stand out in a prestigious way because a lot of other people has it. . And if a lot of other people did not have it I would feel like it was more alone in that situation. So I would be the only one that owned it.,4,1,1,1,1,,1,2,1,356,
6/12/2025 10:13,6/12/2025 10:23,100,592,1,6/12/2025 10:23,4,4,1,5,2,4,3,6,11.587,111.113,111.823,3,very effectively,,3.091,3.091,15.957,1,7,7,7,2,1,3,44,very nice,4,4,1,1,1,,1,2,1,358,
6/12/2025 13:09,6/12/2025 13:13,100,218,1,6/12/2025 13:13,4,1,3,2,5,1,4,6,0,0,26.899,0,"A stroll to some local shops, including a small Italian food joint - hard to find, but well worth the effort. I can see myself looking all fine and cozy in my new sweater. It is a fall day, so also quite appropriate. I feel good.",,20.54,20.54,93.086,1,5,5,5,2,1,3,50,I imagined how thick and well made it must be. Warm.,5,2,0,1,1,,1,1,2,359,
6/12/2025 10:39,6/12/2025 10:45,100,352,1,6/12/2025 10:45,4,1,6,5,1,2,4,3,0,0,50.913,0,I would like my look even though other have the same sweater on. I feel like the digital ID would not affect how much different then the other peoples sweaters mine was but would be more to show ownership.,,17.653,17.653,133.442,1,6,6,5,3,2,1,80,I think the the digital id on my sweater would cause the price to increase quite a bit compared to a normal sweater.,5,3,0,1,1,,1,1,2,367,
6/12/2025 10:25,6/12/2025 10:36,100,660,1,6/12/2025 10:36,4,5,5,1,3,6,2,4,0,0,86.305,0,I will feel somewhat downhearted to see many people wearing the same brand. Infact since it is a luxury sweater and for that matter expensive I expect to see just ine or two people wearing one,,53.647,53.647,250.683,1,3,3,3,2,3,1,1000,It is a luxious sweater as labeled and the fact that it is even tracked with a passport tells of its high status,1,4,1,1,1,,1,2,1,368,
6/12/2025 10:52,6/12/2025 10:54,100,171,1,6/12/2025 10:54,4,5,1,2,5,3,4,6,0,0,15.502,0,I would be a little embarrassed that we all have the same sweater but also glad that it appears that I have good taste.  No one can see the digital id so it really doesn't mean much.,,1.153,60.985,63.856,5,6,6,6,2,3,1,150,I was thinking that this would be a splurge purchase for me and I would likely wear it often,2,4,0,1,1,,1,2,1,371,
6/12/2025 11:33,6/12/2025 11:39,100,345,1,6/12/2025 11:39,4,4,1,4,5,2,6,3,0,0,27.18,0,I was out at my favorite restaurant. I see a lot of people wearing the same sweater. I would feel odd as a lot of people were wearing the same sweater.The digital passport would not mean much.,,26.568,26.568,154.065,1,6,3,2,3,2,1,95,"I would think that it is a nice sweater that everyone liked. However, I like to be a little different.",1,4,1,1,1,,1,2,1,375,
6/12/2025 10:45,6/12/2025 10:53,100,492,1,6/12/2025 10:53,4,6,3,1,5,2,4,6,5.183,10.602,16.565,2,,"I would be happy with my sweater, I would wear it with joy, as it is what I choose. I would think I would look good in green, and I think that the style would be just great on me.  I would feel like I am in some kind of show, with so many people with the same sweater as me.  I would also most likely feel a sense of connection to the people wearing it, I would probably talk to them because of that connection.",12.483,12.483,165.9,1,4,4,5,3,2,1,60,"I thought that no matter what, the sweater looks great, and that it is a luxury to have it - I would be happy with how I looked in it.  I think maybe it would be mid-level status and prestigious because so many other people had it, and it is maybe more common.   It is a nice sweater, but maybe more people have it than I though, but the price was not cheap.",2,4,1,1,0,1,,2,1,376,
6/12/2025 11:04,6/12/2025 11:08,100,197,1,6/12/2025 11:08,4,3,6,1,4,3,2,5,0,0,16.039,0,"I would style the sweater with a skirt and matching accessories. I would feel confident wearing the designer item, even if other people were wearing the same thing.",,12.738,12.738,75.322,1,7,6,4,1,2,3,600,I imagined the sweater in my head and compared it to another item I've bought in the past. ,5,1,1,1,1,,1,2,1,378,
6/12/2025 10:36,6/12/2025 10:55,100,1153,1,6/12/2025 10:55,4,1,3,2,5,6,1,4,28.729,36.147,37.73,3,"I’m dressed up for the night wearing the black button-up sweater with dark jeans and nice shoes. The sweater fits great and feels really good quality. At first, I feel proud and confident. But then I notice a lot of other people wearing the same sweater. I feel a little less special, but I remind myself that mine is unique because it has a digital ID. That makes me feel better",,96.794,266.472,273.612,7,5,5,5,2,3,1,250,"I was thinking about the design details like the high neckline, tortoise shell buttons, and overall clean look—it gives off a classy, high-end vibe. ",3,3,1,1,1,,1,1,2,383,
6/12/2025 10:25,6/12/2025 10:33,100,471,1,6/12/2025 10:33,4,4,5,6,1,2,3,4,0,0,16.944,0,,"Either everyone else can afford this expensive sweater, or they got theirs from Temu. Maybe I should ask somebody, having the same one is a conversation  starter. I hope nobody steals anything, the cops will be looking for the guy in a sweater. ",97.547,256.27,265.842,3,5,4,3,2,1,3,25,"It may be luxurious on it's own, but if everyone has one it's not so high status nor prestigious.",6,2,1,1,0,1,,1,2,385,
6/12/2025 11:23,6/12/2025 11:29,100,314,1,6/12/2025 11:29,4,4,6,5,1,3,4,2,0,0,20.335,0,"I look uncomfortable as I find the evening to be a bit warm for wearing sweaters and it fits a bit snuggly.  I notice that I seem to be wearing a uniform as several people are dressed the same as me.  How strange, I think to myself.",,14.841,18.202,105.797,2,5,1,2,3,2,1,300,"I don't find clothes to be prestigious or to indicate any sort of status, but as it was described as a luxury good, I assumed the price was unreasonably high.  I chose $300 as the price as that seems sufficiently overpriced to qualify as a luxury good.",1,2,0,1,1,,1,1,2,386,
6/12/2025 11:31,6/12/2025 11:35,100,230,1,6/12/2025 11:35,4,4,2,5,4,6,3,1,0,0,11.762,0,,"Even if other people are wearing the same sweater, I still like mine because it fits well and is a good addition to my wardrobe.",7.876,7.876,44.263,1,5,5,5,3,2,1,120,"The sweater doesn't have to be luxurious or high status. If other people think it is, that's fine. I was shopping for something versatile that will be comfortable and stylish.",2,1,0,1,0,1,,2,1,388,
6/12/2025 10:11,6/12/2025 10:14,100,168,1,6/12/2025 10:14,4,4,2,5,1,3,4,6,0.698,9.575,10.719,14,I would feel good in it. Its a dark blue with features images like ,,0.797,52.017,52.771,24,5,4,4,1,2,3,100,It seems a high end sweater that anyone can buy. High end but massed produced,4,1,1,1,1,,1,1,2,391,
6/12/2025 10:40,6/12/2025 10:44,100,252,1,6/12/2025 10:44,4,5,6,2,5,1,3,4,0,0,15.474,0,"I would feel confident wearing this sweater regardless of the fact that other people are wearing the same luxurry sweater. As long as I like the way it looks on me, I wouldn't really care and would enjoy my night out.",,1.79,1.79,78.928,1,7,7,7,3,1,2,3000,I was thinking about luxury sweaters that I have viewed in the past while shopping. Considering also that it comes with proof of ownership and authenticity.,3,3,1,1,1,,1,1,2,394,
6/12/2025 10:25,6/12/2025 10:29,100,243,1,6/12/2025 10:29,4,1,2,1,3,5,4,6,1.731,19.683,34.331,8,I would look very similar to other people. This would make me feel more sad because I would feel like I do not have my own identity.,,0.924,18.163,65.179,4,7,7,7,3,2,1,200,"It was described as being a luxury sweater, so I assumed it was luxury just based on the description. I assume luxury products are in the range of hundreds of dollars.",1,1,1,1,1,,1,2,1,396,
6/12/2025 11:54,6/12/2025 11:59,100,342,1,6/12/2025 11:59,4,6,2,6,5,1,4,3,0,0,15.334,0,I am annoyed that so many people are wearing the same sweater.,,18.145,18.145,45.201,1,5,3,2,3,1,2,79,I was thinking that the sweater is mass produced and probably not as prestigious as represented.,6,4,1,1,1,,1,2,1,397,
6/12/2025 12:28,6/12/2025 12:31,100,184,1,6/12/2025 12:31,4,4,4,1,2,5,6,3,9.264,9.264,10.755,1,,"bummer,,,probably odd,  thinking about how I look",11.24,11.24,30.001,1,5,5,5,1,2,3,400,what an average high end sweater would cost,4,2,1,1,0,1,,1,2,398,
6/12/2025 14:19,6/12/2025 14:25,100,330,1,6/12/2025 14:25,4,3,5,6,2,3,4,1,9.803,11.013,14.123,6,,"We're at a country club as the guests of friends since we don't belong. It's drinks and dinner to benefit a charity. I dressed up and look great with a new hairstyle, nice makeup, and this sweater paired with tailored pants.",12.289,12.289,101.916,1,5,4,4,1,3,2,125,"The sweater was affordable for many people, so it wouldn't stand out as luxurious or prestigious in the situation I described.",2,3,1,1,0,1,,2,1,399,
6/12/2025 10:13,6/12/2025 10:17,100,250,1,6/12/2025 10:17,4,2,4,1,3,6,5,2,0,0,24.854,0,,I would wear this sweater out paired with a black fitting dress and heels. I would feel confident wearing it regardless if others are wearing it because we all look different. ,12.871,12.871,73.454,1,5,5,4,2,3,1,600,I was thinking about what designer this sweater is from and I also remembered the fur neck trim so that increases it in value. ,6,1,1,1,0,1,,1,2,402,
6/12/2025 11:04,6/12/2025 11:09,100,297,1,6/12/2025 11:09,4,1,3,6,4,1,2,5,0,0,40.595,0,I might go out to dinner in this sweater.  I would look dashing and feel very comfortable in the sweater.  ,,22.703,68.341,110.028,2,6,6,6,2,1,3,225,I was thinking of a trendy brand that is well-known and offers high-end clothing.,1,4,1,1,1,,1,2,1,407,
